candidate id,candidate name,father,group,other,test id,test,current affairs,general science,total,test rank,group rank,percentage
1804587,,,,,124,GK Final 2019,60,60,120,41,0,37.5
1804592,,,,,124,GK Final 2019,38,46,84,66,0,26.25
1804593,,,,,124,GK Final 2019,42,32,74,75,0,23.125
1804595,,,,,124,GK Final 2019,77,77,154,21,0,48.125
1804597,,,,,124,GK Final 2019,47,32,79,71,0,24.688
1804608,,,,,124,GK Final 2019,70,65,135,34,0,42.188
1804616,,,,,124,GK Final 2019,39,52,91,60,0,28.438
1804640,,,,,124,GK Final 2019,55,75,130,36,0,40.625
1804647,,,,,124,GK Final 2019,25,50,75,74,0,23.438
1804665,,,,,124,GK Final 2019,38,64,102,53,0,31.875
1804672,,,,,124,GK Final 2019,60,70,130,36,0,40.625
1804690,,,,,124,GK Final 2019,73,81,154,21,0,48.125
1804692,,,,,124,GK Final 2019,35,40,75,74,0,23.438
1804695,,,,,124,GK Final 2019,101,105,206,2,0,64.375
1804698,,,,,124,GK Final 2019,82,72,154,21,0,48.125
1804699,,,,,124,GK Final 2019,17,47,64,78,0,20
1804702,,,,,124,GK Final 2019,50,96,146,27,0,45.625
1804704,,,,,124,GK Final 2019,25,85,110,46,0,34.375
1804718,,,,,124,GK Final 2019,67,86,153,22,0,47.812
1804720,,,,,124,GK Final 2019,67,68,135,34,0,42.188
1804726,,,,,124,GK Final 2019,35,40,75,74,0,23.438
1804727,,,,,124,GK Final 2019,3,46,49,85,0,15.312
1804730,,,,,124,GK Final 2019,28,57,85,65,0,26.562
1804737,,,,,124,GK Final 2019,92,105,197,6,0,61.562
1804747,,,,,124,GK Final 2019,75,85,160,17,0,50
1804749,,,,,124,GK Final 2019,33,50,83,67,0,25.938
1804752,,,,,124,GK Final 2019,35,75,110,46,0,34.375
1804753,,,,,124,GK Final 2019,23,38,61,79,0,19.062
1804765,,,,,124,GK Final 2019,70,76,146,27,0,45.625
1804766,,,,,124,GK Final 2019,45,71,116,43,0,36.25
1804768,,,,,124,GK Final 2019,20,30,50,84,0,15.625
1804775,,,,,124,GK Final 2019,25,50,75,74,0,23.438
1804780,,,,,124,GK Final 2019,99,99,198,5,0,61.875
1804782,,,,,124,GK Final 2019,57,94,151,24,0,47.188
1804785,,,,,124,GK Final 2019,45,70,115,44,0,35.938
1804787,,,,,124,GK Final 2019,40,70,110,46,0,34.375
1804790,,,,,124,GK Final 2019,30,45,75,74,0,23.438
1804793,,,,,124,GK Final 2019,84,91,175,8,0,54.688
1804801,,,,,124,GK Final 2019,67,84,151,24,0,47.188
1804804,,,,,124,GK Final 2019,30,25,55,81,0,17.188
1804805,,,,,124,GK Final 2019,40,90,130,36,0,40.625
1804807,,,,,124,GK Final 2019,20,35,55,81,0,17.188
1804813,,,,,124,GK Final 2019,37,49,86,64,0,26.875
1804816,,,,,124,GK Final 2019,20,35,55,81,0,17.188
1804818,,,,,124,GK Final 2019,34,67,101,54,0,31.562
1804828,,,,,124,GK Final 2019,90,47,137,33,0,42.812
1804829,,,,,124,GK Final 2019,50,65,115,44,0,35.938
1804830,,,,,124,GK Final 2019,35,25,60,80,0,18.75
1804863,,,,,124,GK Final 2019,58,105,163,14,0,50.938
1804864,,,,,124,GK Final 2019,1,52,53,83,0,16.562
1804873,,,,,124,GK Final 2019,32,22,54,82,0,16.875
1804875,,,,,124,GK Final 2019,20,50,70,76,0,21.875
1804887,,,,,124,GK Final 2019,69,92,161,16,0,50.312
1804888,,,,,124,GK Final 2019,30,65,95,57,0,29.688
1804891,,,,,124,GK Final 2019,63,98,161,16,0,50.312
1804894,,,,,124,GK Final 2019,59,61,120,41,0,37.5
1804896,,,,,124,GK Final 2019,30,20,50,84,0,15.625
1804903,,,,,124,GK Final 2019,40,53,93,59,0,29.062
1804917,,,,,124,GK Final 2019,58,82,140,32,0,43.75
1804932,,,,,124,GK Final 2019,82,82,164,13,0,51.25
1804946,,,,,124,GK Final 2019,35,60,95,57,0,29.688
1804952,,,,,124,GK Final 2019,55,20,75,74,0,23.438
1804956,,,,,124,GK Final 2019,73,84,157,18,0,49.062
1804957,,,,,124,GK Final 2019,64,85,149,26,0,46.562
1804973,,,,,124,GK Final 2019,65,50,115,44,0,35.938
1804996,,,,,124,GK Final 2019,25,40,65,77,0,20.312
1804997,,,,,124,GK Final 2019,75,94,169,9,0,52.812
1805023,,,,,124,GK Final 2019,50,41,91,60,0,28.438
1805032,,,,,124,GK Final 2019,44,60,104,51,0,32.5
1805035,,,,,124,GK Final 2019,70,95,165,12,0,51.562
1805036,,,,,124,GK Final 2019,44,44,88,63,0,27.5
1805047,,,,,124,GK Final 2019,64,81,145,28,0,45.312
1805051,,,,,124,GK Final 2019,40,15,55,81,0,17.188
1805052,,,,,124,GK Final 2019,60,95,155,20,0,48.438
1805078,,,,,124,GK Final 2019,35,60,95,57,0,29.688
1805089,,,,,124,GK Final 2019,30,35,65,77,0,20.312
1805093,,,,,124,GK Final 2019,0,55,55,81,0,17.188
1805096,,,,,124,GK Final 2019,5,30,35,88,0,10.938
1805097,,,,,124,GK Final 2019,24,66,90,61,0,28.125
1805102,,,,,124,GK Final 2019,52,91,143,30,0,44.688
1805123,,,,,124,GK Final 2019,70,96,166,11,0,51.875
1805150,,,,,124,GK Final 2019,29,56,85,65,0,26.562
1805151,,,,,124,GK Final 2019,33,62,95,57,0,29.688
1805154,,,,,124,GK Final 2019,51,55,106,49,0,33.125
1805168,,,,,124,GK Final 2019,56,75,131,35,0,40.938
1805180,,,,,124,GK Final 2019,66,87,153,22,0,47.812
1805197,,,,,124,GK Final 2019,60,75,135,34,0,42.188
1805205,,,,,124,GK Final 2019,91,111,202,3,0,63.125
1805209,,,,,124,GK Final 2019,47,81,128,37,0,40
1805216,,,,,124,GK Final 2019,0,31,31,89,0,9.688
1805217,,,,,124,GK Final 2019,20,65,85,65,0,26.562
1805219,,,,,124,GK Final 2019,52,75,127,38,0,39.688
1805223,,,,,124,GK Final 2019,23,55,78,72,0,24.375
1805246,,,,,124,GK Final 2019,37,57,94,58,0,29.375
1805247,,,,,124,GK Final 2019,10,35,45,86,0,14.062
1805253,,,,,124,GK Final 2019,35,70,105,50,0,32.812
1800087,,,,,124,GK Final 2019,160,160,320,1,0,100
