candidate id,candidate name,father,group,other,test id,test,sub_verbal ability,sub_current affairs,sub_general science,sub_numerical ability,sub_social science,total,test rank,group rank,percentage
1805374,,,,,125,PBU 2020,40,25,-5,10,10,80,95,0,25
1805375,,,,,125,PBU 2020,25,30,5,20,0,80,95,0,25
1805376,,,,,125,PBU 2020,25,0,10,5,10,50,123,0,15.625
1805378,,,,,125,PBU 2020,30,35,10,0,5,80,95,0,25
1805379,,,,,125,PBU 2020,0,15,0,-5,0,10,154,0,3.125
1805380,,,,,125,PBU 2020,43,25,-2,4,10,80,95,0,25
1805381,,,,,125,PBU 2020,29,7,5,1,3,45,128,0,14.062
1805383,,,,,125,PBU 2020,30,5,0,10,0,45,128,0,14.062
1805385,,,,,125,PBU 2020,45,40,5,10,5,105,72,0,32.812
1805388,,,,,125,PBU 2020,6,13,9,12,16,56,118,0,17.5
1805389,,,,,125,PBU 2020,49,14,6,24,7,100,77,0,31.25
1805391,,,,,125,PBU 2020,20,5,10,5,15,55,119,0,17.188
1805392,,,,,125,PBU 2020,14,9,4,6,18,51,122,0,15.938
1805395,,,,,125,PBU 2020,45,30,-5,20,20,110,67,0,34.375
1805398,,,,,125,PBU 2020,30,0,15,10,25,80,95,0,25
1805399,,,,,125,PBU 2020,5,10,0,0,5,20,147,0,6.25
1805404,,,,,125,PBU 2020,26,20,15,40,15,116,61,0,36.25
1805406,,,,,125,PBU 2020,30,40,5,15,15,105,72,0,32.812
1805407,,,,,125,PBU 2020,43,16,-3,8,5,69,106,0,21.562
1805408,,,,,125,PBU 2020,15,20,-5,-5,5,30,138,0,9.375
1805409,,,,,125,PBU 2020,25,5,0,-5,5,30,138,0,9.375
1805410,,,,,125,PBU 2020,35,15,-5,5,0,50,123,0,15.625
1805413,,,,,125,PBU 2020,35,15,15,25,25,115,62,0,35.938
1805415,,,,,125,PBU 2020,50,15,15,25,25,130,48,0,40.625
1805416,,,,,125,PBU 2020,25,15,0,2,30,72,103,0,22.5
1805417,,,,,125,PBU 2020,20,15,5,5,10,55,119,0,17.188
1805420,,,,,125,PBU 2020,15,10,10,15,20,70,105,0,21.875
1805421,,,,,125,PBU 2020,30,10,5,-2,0,43,129,0,13.438
1805423,,,,,125,PBU 2020,25,20,10,10,5,70,105,0,21.875
1805425,,,,,125,PBU 2020,45,25,10,5,20,105,72,0,32.812
1805426,,,,,125,PBU 2020,22,36,-5,0,5,58,116,0,18.125
1805427,,,,,125,PBU 2020,35,0,0,0,30,65,110,0,20.312
1805429,,,,,125,PBU 2020,43,25,2,18,6,94,82,0,29.375
1805430,,,,,125,PBU 2020,35,30,15,16,35,131,47,0,40.938
1805431,,,,,125,PBU 2020,30,25,-5,-10,10,50,123,0,15.625
1805432,,,,,125,PBU 2020,31,27,3,-3,2,60,114,0,18.75
1805433,,,,,125,PBU 2020,49,37,0,0,5,91,85,0,28.438
1805434,,,,,125,PBU 2020,61,35,20,20,30,166,20,0,51.875
1805435,,,,,125,PBU 2020,20,25,10,15,25,95,81,0,29.688
1805436,,,,,125,PBU 2020,42,35,5,12,0,94,82,0,29.375
1805437,,,,,125,PBU 2020,5,20,5,25,30,85,90,0,26.562
1805438,,,,,125,PBU 2020,54,5,26,18,24,127,51,0,39.688
1805439,,,,,125,PBU 2020,15,20,0,15,15,65,110,0,20.312
1805440,,,,,125,PBU 2020,42,40,0,10,0,92,84,0,28.75
1805442,,,,,125,PBU 2020,56,25,10,25,15,131,47,0,40.938
1805443,,,,,125,PBU 2020,23,16,-5,15,30,79,96,0,24.688
1805444,,,,,125,PBU 2020,13,16,1,0,30,60,114,0,18.75
1805445,,,,,125,PBU 2020,15,30,5,15,20,85,90,0,26.562
1805446,,,,,125,PBU 2020,35,45,15,35,35,165,21,0,51.562
1805447,,,,,125,PBU 2020,50,20,10,30,10,120,58,0,37.5
1805448,,,,,125,PBU 2020,35,25,30,25,20,135,43,0,42.188
1805449,,,,,125,PBU 2020,40,40,0,25,0,105,72,0,32.812
1805450,,,,,125,PBU 2020,40,35,5,20,20,120,58,0,37.5
1805453,,,,,125,PBU 2020,45,40,0,25,0,110,67,0,34.375
1805454,,,,,125,PBU 2020,50,50,25,25,25,175,13,0,54.688
1805455,,,,,125,PBU 2020,25,10,5,-5,5,40,131,0,12.5
1805457,,,,,125,PBU 2020,46,25,21,20,20,132,46,0,41.25
1805458,,,,,125,PBU 2020,15,21,1,-3,25,59,115,0,18.438
1805459,,,,,125,PBU 2020,60,45,25,35,30,195,4,0,60.938
1805460,,,,,125,PBU 2020,35,22,4,5,9,75,100,0,23.438
1805461,,,,,125,PBU 2020,10,20,25,30,35,120,58,0,37.5
1805462,,,,,125,PBU 2020,0,20,0,15,-10,25,143,0,7.812
1805463,,,,,125,PBU 2020,45,46,7,6,15,119,59,0,37.188
1805464,,,,,125,PBU 2020,30,20,25,30,35,140,39,0,43.75
1805465,,,,,125,PBU 2020,30,35,25,20,25,135,43,0,42.188
1805466,,,,,125,PBU 2020,15,15,0,10,30,70,105,0,21.875
1805467,,,,,125,PBU 2020,26,17,11,31,10,95,81,0,29.688
1805468,,,,,125,PBU 2020,5,30,0,5,20,60,114,0,18.75
1805469,,,,,125,PBU 2020,50,45,20,20,20,155,28,0,48.438
1805470,,,,,125,PBU 2020,6,15,1,25,0,47,126,0,14.688
1805471,,,,,125,PBU 2020,35,25,0,30,0,90,86,0,28.125
1805473,,,,,125,PBU 2020,10,15,10,15,10,60,114,0,18.75
1805474,,,,,125,PBU 2020,45,25,15,5,20,110,67,0,34.375
1805476,,,,,125,PBU 2020,50,15,15,25,5,110,67,0,34.375
1805477,,,,,125,PBU 2020,50,57,25,15,25,172,15,0,53.75
1805478,,,,,125,PBU 2020,15,25,15,20,10,85,90,0,26.562
1805479,,,,,125,PBU 2020,10,20,10,1,0,41,130,0,12.812
1805480,,,,,125,PBU 2020,35,30,5,20,10,100,77,0,31.25
1805481,,,,,125,PBU 2020,20,27,1,14,8,70,105,0,21.875
1805483,,,,,125,PBU 2020,35,30,-2,1,17,81,94,0,25.312
1805484,,,,,125,PBU 2020,60,35,25,30,30,180,9,0,56.25
1805485,,,,,125,PBU 2020,37,29,12,16,-1,93,83,0,29.062
1805486,,,,,125,PBU 2020,55,20,-5,0,0,70,105,0,21.875
1805487,,,,,125,PBU 2020,26,0,0,5,5,36,133,0,11.25
1805488,,,,,125,PBU 2020,40,10,20,10,5,85,90,0,26.562
1805490,,,,,125,PBU 2020,44,15,12,-2,2,71,104,0,22.188
1805491,,,,,125,PBU 2020,30,30,20,5,10,95,81,0,29.688
1805493,,,,,125,PBU 2020,35,20,10,25,30,120,58,0,37.5
1805494,,,,,125,PBU 2020,41,50,22,14,8,135,43,0,42.188
1805495,,,,,125,PBU 2020,25,15,5,5,15,65,110,0,20.312
1805496,,,,,125,PBU 2020,17,30,7,12,4,70,105,0,21.875
1805497,,,,,125,PBU 2020,40,10,20,0,5,75,100,0,23.438
1805498,,,,,125,PBU 2020,62,49,6,32,19,168,18,0,52.5
1805499,,,,,125,PBU 2020,31,22,2,-4,-3,48,125,0,15
1805500,,,,,125,PBU 2020,44,19,6,0,6,75,100,0,23.438
1805501,,,,,125,PBU 2020,35,35,15,0,5,90,86,0,28.125
1805502,,,,,125,PBU 2020,38,18,8,18,3,85,90,0,26.562
1805503,,,,,125,PBU 2020,12,17,3,6,11,49,124,0,15.312
1805504,,,,,125,PBU 2020,50,32,25,-5,20,122,56,0,38.125
1805505,,,,,125,PBU 2020,25,18,17,19,11,90,86,0,28.125
1805506,,,,,125,PBU 2020,42,45,9,4,6,106,71,0,33.125
1805507,,,,,125,PBU 2020,45,25,5,15,5,95,81,0,29.688
1805508,,,,,125,PBU 2020,26,20,10,16,19,91,85,0,28.438
1805509,,,,,125,PBU 2020,55,20,-5,0,0,70,105,0,21.875
1805510,,,,,125,PBU 2020,25,5,3,12,17,62,112,0,19.375
1805512,,,,,125,PBU 2020,30,25,5,13,25,98,78,0,30.625
1805513,,,,,125,PBU 2020,40,10,5,10,5,70,105,0,21.875
1805514,,,,,125,PBU 2020,47,20,6,19,26,118,60,0,36.875
1805515,,,,,125,PBU 2020,51,5,1,-8,1,50,123,0,15.625
1805516,,,,,125,PBU 2020,56,44,5,9,17,131,47,0,40.938
1805517,,,,,125,PBU 2020,46,27,26,4,18,121,57,0,37.812
1805518,,,,,125,PBU 2020,60,35,25,0,20,140,39,0,43.75
1805519,,,,,125,PBU 2020,45,10,5,10,5,75,100,0,23.438
1805520,,,,,125,PBU 2020,65,43,0,32,20,160,25,0,50
1805521,,,,,125,PBU 2020,23,16,14,12,7,72,103,0,22.5
1805522,,,,,125,PBU 2020,65,42,14,21,5,147,33,0,45.938
1805524,,,,,125,PBU 2020,46,35,-6,3,23,101,76,0,31.562
1805525,,,,,125,PBU 2020,21,26,10,30,20,107,70,0,33.438
1805526,,,,,125,PBU 2020,55,20,10,-5,0,80,95,0,25
1805527,,,,,125,PBU 2020,20,35,5,30,10,100,77,0,31.25
1805529,,,,,125,PBU 2020,1,5,7,12,23,48,125,0,15
1805530,,,,,125,PBU 2020,46,41,7,1,10,105,72,0,32.812
1805531,,,,,125,PBU 2020,7,9,24,17,11,68,107,0,21.25
1805532,,,,,125,PBU 2020,10,-10,13,15,6,34,135,0,10.625
1805533,,,,,125,PBU 2020,40,30,0,11,1,82,93,0,25.625
1805536,,,,,125,PBU 2020,18,-2,-4,0,5,17,149,0,5.312
1805537,,,,,125,PBU 2020,15,25,-3,5,5,47,126,0,14.688
1805538,,,,,125,PBU 2020,50,20,15,5,0,90,86,0,28.125
1805539,,,,,125,PBU 2020,18,21,6,7,6,58,116,0,18.125
1805540,,,,,125,PBU 2020,25,25,10,20,0,80,95,0,25
1805542,,,,,125,PBU 2020,16,12,5,6,20,59,115,0,18.438
1805543,,,,,125,PBU 2020,32,35,20,-2,10,95,81,0,29.688
1805544,,,,,125,PBU 2020,33,25,0,-8,5,55,119,0,17.188
1805545,,,,,125,PBU 2020,25,10,5,10,10,60,114,0,18.75
1805546,,,,,125,PBU 2020,53,12,13,27,28,133,45,0,41.562
1805548,,,,,125,PBU 2020,45,55,25,15,5,145,35,0,45.312
1805549,,,,,125,PBU 2020,27,9,7,5,7,55,119,0,17.188
1805550,,,,,125,PBU 2020,27,8,7,5,13,60,114,0,18.75
1805551,,,,,125,PBU 2020,45,60,25,11,10,151,29,0,47.188
1805553,,,,,125,PBU 2020,15,12,5,5,6,43,129,0,13.438
1805554,,,,,125,PBU 2020,29,19,26,8,22,104,73,0,32.5
1805555,,,,,125,PBU 2020,26,30,17,11,5,89,87,0,27.812
1805556,,,,,125,PBU 2020,50,45,10,0,20,125,53,0,39.062
1805558,,,,,125,PBU 2020,28,21,10,13,18,90,86,0,28.125
1805559,,,,,125,PBU 2020,28,2,25,12,5,72,103,0,22.5
1805560,,,,,125,PBU 2020,47,35,26,22,18,148,32,0,46.25
1805561,,,,,125,PBU 2020,46,20,5,25,20,116,61,0,36.25
1805562,,,,,125,PBU 2020,26,28,20,9,20,103,74,0,32.188
1805563,,,,,125,PBU 2020,25,-5,10,15,-5,40,131,0,12.5
1805564,,,,,125,PBU 2020,55,50,40,12,25,182,8,0,56.875
1805566,,,,,125,PBU 2020,61,56,20,26,15,178,11,0,55.625
1805567,,,,,125,PBU 2020,55,50,36,12,31,184,7,0,57.5
1805568,,,,,125,PBU 2020,36,18,10,14,13,91,85,0,28.438
1805569,,,,,125,PBU 2020,60,40,0,30,15,145,35,0,45.312
1805570,,,,,125,PBU 2020,25,11,-2,16,6,56,118,0,17.5
1805571,,,,,125,PBU 2020,45,37,-4,15,20,113,64,0,35.312
1805572,,,,,125,PBU 2020,18,-2,5,8,2,31,137,0,9.688
1805574,,,,,125,PBU 2020,25,15,15,15,5,75,100,0,23.438
1805575,,,,,125,PBU 2020,18,7,-2,11,7,41,130,0,12.812
1805576,,,,,125,PBU 2020,70,15,10,10,25,130,48,0,40.625
1805577,,,,,125,PBU 2020,50,40,20,15,25,150,30,0,46.875
1805578,,,,,125,PBU 2020,65,15,15,5,5,105,72,0,32.812
1805579,,,,,125,PBU 2020,55,25,30,20,25,155,28,0,48.438
1805580,,,,,125,PBU 2020,40,25,0,0,20,85,90,0,26.562
1805581,,,,,125,PBU 2020,30,15,15,10,15,85,90,0,26.562
1805582,,,,,125,PBU 2020,20,15,5,10,0,50,123,0,15.625
1805583,,,,,125,PBU 2020,45,20,25,-5,20,105,72,0,32.812
1805584,,,,,125,PBU 2020,25,15,0,5,25,70,105,0,21.875
1805585,,,,,125,PBU 2020,60,45,5,5,15,130,48,0,40.625
1805586,,,,,125,PBU 2020,50,40,20,10,25,145,35,0,45.312
1805588,,,,,125,PBU 2020,57,33,13,0,11,114,63,0,35.625
1805589,,,,,125,PBU 2020,47,60,26,4,23,160,25,0,50
1805590,,,,,125,PBU 2020,48,35,0,10,-3,90,86,0,28.125
1805591,,,,,125,PBU 2020,51,50,15,62,31,209,2,0,65.312
1805592,,,,,125,PBU 2020,51,50,20,61,31,213,1,0,66.562
1805593,,,,,125,PBU 2020,35,25,10,15,10,95,81,0,29.688
1805594,,,,,125,PBU 2020,55,40,20,20,25,160,25,0,50
1805595,,,,,125,PBU 2020,45,15,15,25,25,125,53,0,39.062
1805596,,,,,125,PBU 2020,31,31,16,15,15,108,69,0,33.75
1805597,,,,,125,PBU 2020,20,10,5,5,10,50,123,0,15.625
1805598,,,,,125,PBU 2020,20,10,25,10,20,85,90,0,26.562
1805599,,,,,125,PBU 2020,0,35,0,5,10,50,123,0,15.625
1805600,,,,,125,PBU 2020,30,0,0,1,10,41,130,0,12.812
1805601,,,,,125,PBU 2020,40,20,20,20,25,125,53,0,39.062
1805602,,,,,125,PBU 2020,35,30,-5,0,10,70,105,0,21.875
1805603,,,,,125,PBU 2020,45,30,5,25,5,110,67,0,34.375
1805604,,,,,125,PBU 2020,40,20,20,5,10,95,81,0,29.688
1805605,,,,,125,PBU 2020,60,40,20,16,25,161,24,0,50.312
1805606,,,,,125,PBU 2020,35,35,11,-10,0,71,104,0,22.188
1805610,,,,,125,PBU 2020,-5,10,5,0,15,25,143,0,7.812
1805612,,,,,125,PBU 2020,35,10,5,7,15,72,103,0,22.5
1805613,,,,,125,PBU 2020,25,34,12,4,12,87,88,0,27.188
1805614,,,,,125,PBU 2020,27,14,7,6,15,69,106,0,21.562
1805616,,,,,125,PBU 2020,20,15,15,15,20,85,90,0,26.562
1805617,,,,,125,PBU 2020,13,7,0,14,-1,33,136,0,10.312
1805618,,,,,125,PBU 2020,20,15,0,15,0,50,123,0,15.625
1805619,,,,,125,PBU 2020,31,10,3,14,0,58,116,0,18.125
1805620,,,,,125,PBU 2020,7,7,2,1,2,19,148,0,5.938
1805621,,,,,125,PBU 2020,21,-5,-10,5,5,16,150,0,5
1805623,,,,,125,PBU 2020,15,10,10,15,15,65,110,0,20.312
1805624,,,,,125,PBU 2020,30,20,0,15,10,75,100,0,23.438
1805631,,,,,125,PBU 2020,25,20,0,15,30,90,86,0,28.125
1805632,,,,,125,PBU 2020,30,10,0,15,30,85,90,0,26.562
1805633,,,,,125,PBU 2020,40,45,16,10,5,116,61,0,36.25
1805634,,,,,125,PBU 2020,30,15,20,25,25,115,62,0,35.938
1805635,,,,,125,PBU 2020,10,15,10,5,15,55,119,0,17.188
1805636,,,,,125,PBU 2020,-7,12,6,6,11,28,140,0,8.75
1805638,,,,,125,PBU 2020,15,15,5,-20,-10,5,156,0,1.562
1805639,,,,,125,PBU 2020,50,35,20,15,10,130,48,0,40.625
1805640,,,,,125,PBU 2020,35,15,-5,10,10,65,110,0,20.312
1805642,,,,,125,PBU 2020,40,30,-5,0,10,75,100,0,23.438
1805643,,,,,125,PBU 2020,17,-5,12,-9,1,16,150,0,5
1805644,,,,,125,PBU 2020,15,30,15,10,15,85,90,0,26.562
1805645,,,,,125,PBU 2020,35,10,11,7,-5,58,116,0,18.125
1805646,,,,,125,PBU 2020,45,40,20,21,15,141,38,0,44.062
1805647,,,,,125,PBU 2020,25,0,5,5,6,41,130,0,12.812
1805649,,,,,125,PBU 2020,45,42,7,7,31,132,46,0,41.25
1805650,,,,,125,PBU 2020,20,5,-10,0,-5,10,154,0,3.125
1805651,,,,,125,PBU 2020,20,10,0,10,0,40,131,0,12.5
1805652,,,,,125,PBU 2020,30,15,5,-5,0,45,128,0,14.062
1805653,,,,,125,PBU 2020,25,20,0,5,10,60,114,0,18.75
1805654,,,,,125,PBU 2020,25,16,15,5,10,71,104,0,22.188
1805655,,,,,125,PBU 2020,31,17,18,1,6,73,102,0,22.812
1805656,,,,,125,PBU 2020,35,30,0,10,15,90,86,0,28.125
1805660,,,,,125,PBU 2020,35,15,5,15,1,71,104,0,22.188
1805661,,,,,125,PBU 2020,50,15,10,0,25,100,77,0,31.25
1805662,,,,,125,PBU 2020,40,15,10,15,15,95,81,0,29.688
1805663,,,,,125,PBU 2020,29,19,3,8,6,65,110,0,20.312
1805664,,,,,125,PBU 2020,15,0,0,15,5,35,134,0,10.938
1805665,,,,,125,PBU 2020,40,20,15,10,1,86,89,0,26.875
1805667,,,,,125,PBU 2020,32,19,7,8,0,66,109,0,20.625
1805669,,,,,125,PBU 2020,30,15,15,15,15,90,86,0,28.125
1805670,,,,,125,PBU 2020,20,5,0,15,-5,35,134,0,10.938
1805672,,,,,125,PBU 2020,11,27,25,15,15,93,83,0,29.062
1805673,,,,,125,PBU 2020,30,5,5,-9,7,38,132,0,11.875
1805674,,,,,125,PBU 2020,10,20,15,10,-10,45,128,0,14.062
1805675,,,,,125,PBU 2020,45,42,8,1,31,127,51,0,39.688
1805677,,,,,125,PBU 2020,32,31,-10,5,10,68,107,0,21.25
1805679,,,,,125,PBU 2020,10,25,0,5,15,55,119,0,17.188
1805681,,,,,125,PBU 2020,-9,-19,-10,-18,-10,-66,160,0,0
1805682,,,,,125,PBU 2020,50,15,0,0,10,75,100,0,23.438
1805683,,,,,125,PBU 2020,45,10,5,15,20,95,81,0,29.688
1805685,,,,,125,PBU 2020,7,15,-2,4,-5,19,148,0,5.938
1805686,,,,,125,PBU 2020,61,35,17,26,19,158,27,0,49.375
1805687,,,,,125,PBU 2020,20,26,7,27,12,92,84,0,28.75
1805690,,,,,125,PBU 2020,53,23,6,22,14,118,60,0,36.875
1805691,,,,,125,PBU 2020,40,40,5,51,15,151,29,0,47.188
1805692,,,,,125,PBU 2020,60,55,5,45,15,180,9,0,56.25
1805693,,,,,125,PBU 2020,46,45,5,36,15,147,33,0,45.938
1805694,,,,,125,PBU 2020,40,40,5,36,15,136,42,0,42.5
1805695,,,,,125,PBU 2020,40,50,5,45,15,155,28,0,48.438
1805697,,,,,125,PBU 2020,50,50,5,47,15,167,19,0,52.188
1805698,,,,,125,PBU 2020,50,40,5,37,15,147,33,0,45.938
1805699,,,,,125,PBU 2020,46,50,5,42,15,158,27,0,49.375
1805700,,,,,125,PBU 2020,60,15,10,10,20,115,62,0,35.938
1805701,,,,,125,PBU 2020,-3,20,1,4,2,24,144,0,7.5
1805702,,,,,125,PBU 2020,50,25,10,15,30,130,48,0,40.625
1805703,,,,,125,PBU 2020,25,25,-5,15,0,60,114,0,18.75
1805706,,,,,125,PBU 2020,50,25,0,20,10,105,72,0,32.812
1805708,,,,,125,PBU 2020,30,20,15,0,5,70,105,0,21.875
1805709,,,,,125,PBU 2020,34,11,0,14,3,62,112,0,19.375
1805710,,,,,125,PBU 2020,20,15,5,15,25,80,95,0,25
1805711,,,,,125,PBU 2020,20,5,20,10,15,70,105,0,21.875
1805712,,,,,125,PBU 2020,15,15,20,5,20,75,100,0,23.438
1805713,,,,,125,PBU 2020,5,20,25,20,25,95,81,0,29.688
1805714,,,,,125,PBU 2020,15,16,7,35,2,75,100,0,23.438
1805715,,,,,125,PBU 2020,21,7,-4,6,16,46,127,0,14.375
1805716,,,,,125,PBU 2020,13,21,2,19,1,56,118,0,17.5
1805717,,,,,125,PBU 2020,50,25,10,10,15,110,67,0,34.375
1805718,,,,,125,PBU 2020,23,23,13,7,2,68,107,0,21.25
1805719,,,,,125,PBU 2020,45,40,15,20,25,145,35,0,45.312
1805720,,,,,125,PBU 2020,5,0,0,-15,-5,-15,159,0,0
1805721,,,,,125,PBU 2020,25,10,5,10,20,70,105,0,21.875
1805722,,,,,125,PBU 2020,12,6,10,5,10,43,129,0,13.438
1805723,,,,,125,PBU 2020,15,30,0,25,20,90,86,0,28.125
1805724,,,,,125,PBU 2020,40,30,5,5,10,90,86,0,28.125
