CANDIDATE ID	CANDIDATE NAME	FATHER	GROUP	OTHER	Test ID	Test	sub-Current Affairs	sub-General Science	Total	Test Rank	Group Rank	Percentage
1523					116	GK18	48	65	113	30	0	28.25
1524					116	GK18	36	40	76	65	0	19
1525					116	GK18	40	50	90	51	0	22.5
1526					116	GK18	46	50	96	45	0	24
1527					116	GK18	41	50	91	50	0	22.75
1528					116	GK18	-3	-4	-7	137	0	0
1530					116	GK18	39	88	127	17	0	31.75
1531					116	GK18	5	10	15	120	0	3.75
1534					116	GK18	29	45	74	67	0	18.5
1535					116	GK18	27	38	65	76	0	16.25
1536					116	GK18	13	28	41	99	0	10.25
1537					116	GK18	16	60	76	65	0	19
1538					116	GK18	22	85	107	35	0	26.75
1540					116	GK18	7	38	45	96	0	11.25
1541					116	GK18	20	56	76	65	0	19
1544					116	GK18	16	12	28	110	0	7
1547					116	GK18	67	62	129	16	0	32.25
1550					116	GK18	53	76	129	16	0	32.25
1551					116	GK18	35	40	75	66	0	18.75
1553					116	GK18	34	78	112	31	0	28
1555					116	GK18	0	7	7	127	0	1.75
1556					116	GK18	25	20	45	96	0	11.25
1558					116	GK18	16	31	47	94	0	11.75
1559					116	GK18	30	65	95	46	0	23.75
1560					116	GK18	10	-1	9	125	0	2.25
1561					116	GK18	25	20	45	96	0	11.25
1563					116	GK18	14	63	77	64	0	19.25
1565					116	GK18	35	70	105	37	0	26.25
1566					116	GK18	-5	30	25	113	0	6.25
1568					116	GK18	16	26	42	98	0	10.5
1571					116	GK18	34	26	60	81	0	15
1573					116	GK18	46	47	93	48	0	23.25
1575					116	GK18	55	75	130	15	0	32.5
1576					116	GK18	41	52	93	48	0	23.25
1577					116	GK18	45	70	115	28	0	28.75
1578					116	GK18	25	30	55	86	0	13.75
1581					116	GK18	-5	5	0	132	0	0
1583					116	GK18	27	41	68	73	0	17
1586					116	GK18	19	88	107	35	0	26.75
1588					116	GK18	20	20	40	100	0	10
1590					116	GK18	10	21	31	107	0	7.75
1596					116	GK18	37	27	64	77	0	16
1598					116	GK18	25	21	46	95	0	11.5
1599					116	GK18	50	85	135	11	0	33.75
1600					116	GK18	25	20	45	96	0	11.25
1602					116	GK18	15	15	30	108	0	7.5
1603					116	GK18	12	30	42	98	0	10.5
1605					116	GK18	36	35	71	70	0	17.75
1606					116	GK18	0	20	20	117	0	5
1607					116	GK18	25	63	88	53	0	22
1608					116	GK18	36	46	82	59	0	20.5
1610					116	GK18	39	84	123	21	0	30.75
1611					116	GK18	28	37	65	76	0	16.25
1613					116	GK18	18	27	45	96	0	11.25
1616					116	GK18	10	10	20	117	0	5
1627					116	GK18	25	50	75	66	0	18.75
1636					116	GK18	35	21	56	85	0	14
1637					116	GK18	27	27	54	87	0	13.5
1639					116	GK18	39	45	84	57	0	21
1640					116	GK18	22	42	64	77	0	16
1642					116	GK18	45	31	76	65	0	19
1644					116	GK18	17	50	67	74	0	16.75
1646					116	GK18	25	60	85	56	0	21.25
1647					116	GK18	30	70	100	41	0	25
1648					116	GK18	10	20	30	108	0	7.5
1649					116	GK18	35	35	70	71	0	17.5
1652					116	GK18	14	39	53	88	0	13.25
1653					116	GK18	18	77	95	46	0	23.75
1654					116	GK18	13	37	50	91	0	12.5
1657					116	GK18	19	58	77	64	0	19.25
1660					116	GK18	6	41	47	94	0	11.75
1661					116	GK18	-1	31	30	108	0	7.5
1665					116	GK18	23	40	63	78	0	15.75
1668					116	GK18	31	67	98	43	0	24.5
1671					116	GK18	19	28	47	94	0	11.75
1678					116	GK18	6	25	31	107	0	7.75
1683					116	GK18	-5	14	9	125	0	2.25
1687					116	GK18	20	75	95	46	0	23.75
1693					116	GK18	21	19	40	100	0	10
1695					116	GK18	35	31	66	75	0	16.5
1698					116	GK18	16	8	24	114	0	6
1704					116	GK18	38	69	107	35	0	26.75
1705					116	GK18	15	30	45	96	0	11.25
1706					116	GK18	25	8	33	106	0	8.25
1712					116	GK18	31	35	66	75	0	16.5
1714					116	GK18	45	50	95	46	0	23.75
1715					116	GK18	37	60	97	44	0	24.25
1718					116	GK18	8	61	69	72	0	17.25
1720					116	GK18	30	15	45	96	0	11.25
1721					116	GK18	30	60	90	51	0	22.5
1723					116	GK18	-5	45	40	100	0	10
1726					116	GK18	25	35	60	81	0	15
1728					116	GK18	0	15	15	120	0	3.75
1730					116	GK18	5	5	10	124	0	2.5
1731					116	GK18	25	45	70	71	0	17.5
1734					116	GK18	32	51	83	58	0	20.75
1735					116	GK18	30	11	41	99	0	10.25
1737					116	GK18	-15	-5	-20	140	0	0
1739					116	GK18	6	55	61	80	0	15.25
1744					116	GK18	12	42	54	87	0	13.5
1746					116	GK18	60	25	85	56	0	21.25
1747					116	GK18	19	28	47	94	0	11.75
1748					116	GK18	25	41	66	75	0	16.5
1749					116	GK18	15	26	41	99	0	10.25
1753					116	GK18	48	65	113	30	0	28.25
1755					116	GK18	40	40	80	61	0	20
1756					116	GK18	15	-9	6	128	0	1.5
1757					116	GK18	33	35	68	73	0	17
1758					116	GK18	10	20	30	108	0	7.5
1760					116	GK18	29	32	61	80	0	15.25
1768					116	GK18	56	65	121	23	0	30.25
1771					116	GK18	27	50	77	64	0	19.25
1772					116	GK18	15	25	40	100	0	10
1774					116	GK18	35	30	65	76	0	16.25
1775					116	GK18	-15	70	55	86	0	13.75
1789					116	GK18	16	61	77	64	0	19.25
1790					116	GK18	15	35	50	91	0	12.5
1791					116	GK18	25	45	70	71	0	17.5
1793					116	GK18	30	85	115	28	0	28.75
1794					116	GK18	15	80	95	46	0	23.75
1796					116	GK18	60	70	130	15	0	32.5
1797					116	GK18	19	32	51	90	0	12.75
1804					116	GK18	50	41	91	50	0	22.75
1806					116	GK18	20	47	67	74	0	16.75
1807					116	GK18	32	57	89	52	0	22.25
1959					116	GK18	0	60	60	81	0	15
2003					116	GK18	30	75	105	37	0	26.25
3000					116	GK18	13	53	66	75	0	16.5
3001					116	GK18	42	72	114	29	0	28.5
3003					116	GK18	40	16	56	85	0	14
3004					116	GK18	41	30	71	70	0	17.75
3005					116	GK18	15	18	33	106	0	8.25
3006					116	GK18	10	59	69	72	0	17.25
3007					116	GK18	7	38	45	96	0	11.25
3008					116	GK18	-10	24	14	121	0	3.5
3009					116	GK18	26	0	26	112	0	6.5
429					116	GK18	39	88	127	17	0	31.75
487					116	GK18	27	67	94	47	0	23.5
544					116	GK18	10	101	111	32	0	27.75
559					116	GK18	11	1	12	122	0	3
598					116	GK18	35	20	55	86	0	13.75
599					116	GK18	10	55	65	76	0	16.25
600					116	GK18	40	80	120	24	0	30
601					116	GK18	30	65	95	46	0	23.75
602					116	GK18	25	65	90	51	0	22.5
603					116	GK18	80	90	170	2	0	42.5
604					116	GK18	15	45	60	81	0	15
605					116	GK18	30	30	60	81	0	15
607					116	GK18	60	61	121	23	0	30.25
609					116	GK18	45	60	105	37	0	26.25
610					116	GK18	20	65	85	56	0	21.25
649					116	GK18	58	52	110	33	0	27.5
651					116	GK18	20	70	90	51	0	22.5
653					116	GK18	36	107	143	6	0	35.75
657					116	GK18	25	70	95	46	0	23.75
659					116	GK18	50	80	130	15	0	32.5
660					116	GK18	30	16	46	95	0	11.5
696					116	GK18	9	37	46	95	0	11.5
698					116	GK18	37	65	102	39	0	25.5
700					116	GK18	42	92	134	12	0	33.5
701					116	GK18	36	66	102	39	0	25.5
704					116	GK18	27	42	69	72	0	17.25
705					116	GK18	36	52	88	53	0	22
706					116	GK18	25	51	76	65	0	19
709					116	GK18	15	15	30	108	0	7.5
720					116	GK18	35	10	45	96	0	11.25
731					116	GK18	45	35	80	61	0	20
732					116	GK18	21	35	56	85	0	14
752					116	GK18	10	40	50	91	0	12.5
754					116	GK18	50	25	75	66	0	18.75
757					116	GK18	2	59	61	80	0	15.25
764					116	GK18	35	10	45	96	0	11.25
772					116	GK18	5	55	60	81	0	15
775					116	GK18	45	30	75	66	0	18.75
778					116	GK18	60	35	95	46	0	23.75
779					116	GK18	5	10	15	120	0	3.75
788					116	GK18	36	60	96	45	0	24
791					116	GK18	26	44	70	71	0	17.5
825					116	GK18	30	27	57	84	0	14.25
834					116	GK18	33	91	124	20	0	31
836					116	GK18	15	85	100	41	0	25
854					116	GK18	50	100	150	4	0	37.5
855					116	GK18	17	58	75	66	0	18.75
856					116	GK18	81	114	195	1	0	48.75
857					116	GK18	15	55	70	71	0	17.5
858					116	GK18	20	35	55	86	0	13.75
859					116	GK18	5	35	40	100	0	10
860					116	GK18	-4	33	29	109	0	7.25
862					116	GK18	45	45	90	51	0	22.5
864					116	GK18	30	45	75	66	0	18.75
865					116	GK18	15	25	40	100	0	10
874					116	GK18	55	18	73	68	0	18.25
875					116	GK18	10	35	45	96	0	11.25
876					116	GK18	36	30	66	75	0	16.5
878					116	GK18	29	46	75	66	0	18.75
887					116	GK18	15	25	40	100	0	10
896					116	GK18	36	25	61	80	0	15.25
901					116	GK18	43	46	89	52	0	22.25
