candidate id,candidate name,father,group,other,test id,test,current affairs,general science,total,test rank,group rank,percentage
1805096,,,,,124,GK Final 2019,5,30,35,87,0,10.938
1805097,,,,,124,GK Final 2019,24,66,90,60,0,28.125
1805102,,,,,124,GK Final 2019,52,91,143,29,0,44.688
1805123,,,,,124,GK Final 2019,70,96,166,10,0,51.875
1805150,,,,,124,GK Final 2019,29,56,85,64,0,26.562
1805151,,,,,124,GK Final 2019,33,62,95,56,0,29.688
1805154,,,,,124,GK Final 2019,51,55,106,48,0,33.125
1805168,,,,,124,GK Final 2019,56,75,131,34,0,40.938
1805180,,,,,124,GK Final 2019,66,87,153,21,0,47.812
1805197,,,,,124,GK Final 2019,60,75,135,33,0,42.188
1805205,,,,,124,GK Final 2019,91,111,202,2,0,63.125
1805209,,,,,124,GK Final 2019,47,81,128,36,0,40
1805216,,,,,124,GK Final 2019,0,31,31,88,0,9.688
1805217,,,,,124,GK Final 2019,20,65,85,64,0,26.562
1805219,,,,,124,GK Final 2019,52,75,127,37,0,39.688
1805223,,,,,124,GK Final 2019,23,55,78,71,0,24.375
1805246,,,,,124,GK Final 2019,37,57,94,57,0,29.375
1805247,,,,,124,GK Final 2019,10,35,45,85,0,14.062
1805253,,,,,124,GK Final 2019,35,70,105,49,0,32.812
