CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,General Science,Social Science,Total,Test Rank,Group Rank,Percentage
3199,,,,,119,Junior Scientist 2019,73,48,121,11,0,37.812
3200,,,,,119,Junior Scientist 2019,10,47,57,63,0,17.812
3201,,,,,119,Junior Scientist 2019,5,34,39,80,0,12.188
3210,,,,,119,Junior Scientist 2019,70,29,99,25,0,30.938
3213,,,,,119,Junior Scientist 2019,40,25,65,55,0,20.312
3215,,,,,119,Junior Scientist 2019,41,65,106,20,0,33.125
3216,,,,,119,Junior Scientist 2019,60,9,69,52,0,21.562
3218,,,,,119,Junior Scientist 2019,37,30,67,53,0,20.938
3219,,,,,119,Junior Scientist 2019,25,30,55,64,0,17.188
3220,,,,,119,Junior Scientist 2019,41,5,46,73,0,14.375
3222,,,,,119,Junior Scientist 2019,55,15,70,51,0,21.875
3226,,,,,119,Junior Scientist 2019,25,20,45,74,0,14.062
3228,,,,,119,Junior Scientist 2019,65,5,70,51,0,21.875
3229,,,,,119,Junior Scientist 2019,-5,24,19,94,0,5.938
3231,,,,,119,Junior Scientist 2019,48,5,53,66,0,16.562
3237,,,,,119,Junior Scientist 2019,8,-3,5,102,0,1.562
3240,,,,,119,Junior Scientist 2019,-1,7,6,101,0,1.875
3242,,,,,119,Junior Scientist 2019,-1,2,1,103,0,0.312
3249,,,,,119,Junior Scientist 2019,45,6,51,68,0,15.938
3252,,,,,119,Junior Scientist 2019,20,30,50,69,0,15.625
3254,,,,,119,Junior Scientist 2019,47,30,77,44,0,24.062
3262,,,,,119,Junior Scientist 2019,55,28,83,39,0,25.938
3264,,,,,119,Junior Scientist 2019,47,55,102,22,0,31.875
3265,,,,,119,Junior Scientist 2019,16,50,66,54,0,20.625
3269,,,,,119,Junior Scientist 2019,30,35,65,55,0,20.312
3271,,,,,119,Junior Scientist 2019,58,18,76,45,0,23.75
3273,,,,,119,Junior Scientist 2019,66,30,96,28,0,30
3274,,,,,119,Junior Scientist 2019,19,1,20,93,0,6.25
3275,,,,,119,Junior Scientist 2019,90,42,132,5,0,41.25
3277,,,,,119,Junior Scientist 2019,9,22,31,87,0,9.688
3278,,,,,119,Junior Scientist 2019,48,0,48,71,0,15
3279,,,,,119,Junior Scientist 2019,55,37,92,31,0,28.75
3280,,,,,119,Junior Scientist 2019,69,32,101,23,0,31.562
3283,,,,,119,Junior Scientist 2019,82,17,99,25,0,30.938
3285,,,,,119,Junior Scientist 2019,43,45,88,35,0,27.5
3286,,,,,119,Junior Scientist 2019,30,30,60,60,0,18.75
3289,,,,,119,Junior Scientist 2019,40,20,60,60,0,18.75
3290,,,,,119,Junior Scientist 2019,57,37,94,30,0,29.375
3292,,,,,119,Junior Scientist 2019,47,4,51,68,0,15.938
3293,,,,,119,Junior Scientist 2019,53,46,99,25,0,30.938
3294,,,,,119,Junior Scientist 2019,45,20,65,55,0,20.312
3297,,,,,119,Junior Scientist 2019,55,25,80,41,0,25
3299,,,,,119,Junior Scientist 2019,63,22,85,38,0,26.562
3300,,,,,119,Junior Scientist 2019,60,7,67,53,0,20.938
3301,,,,,119,Junior Scientist 2019,21,41,62,58,0,19.375
3304,,,,,119,Junior Scientist 2019,70,15,85,38,0,26.562
3307,,,,,119,Junior Scientist 2019,70,28,98,26,0,30.625
3308,,,,,119,Junior Scientist 2019,45,50,95,29,0,29.688
3309,,,,,119,Junior Scientist 2019,46,5,51,68,0,15.938
3310,,,,,119,Junior Scientist 2019,23,27,50,69,0,15.625
3312,,,,,119,Junior Scientist 2019,45,40,85,38,0,26.562
3314,,,,,119,Junior Scientist 2019,68,12,80,41,0,25
3319,,,,,119,Junior Scientist 2019,78,18,96,28,0,30
3323,,,,,119,Junior Scientist 2019,42,12,54,65,0,16.875
3332,,,,,119,Junior Scientist 2019,55,35,90,33,0,28.125
3333,,,,,119,Junior Scientist 2019,40,25,65,55,0,20.312
3335,,,,,119,Junior Scientist 2019,10,10,20,93,0,6.25
3336,,,,,119,Junior Scientist 2019,1,-12,-11,108,0,0
3337,,,,,119,Junior Scientist 2019,33,21,54,65,0,16.875
3338,,,,,119,Junior Scientist 2019,43,14,57,63,0,17.812
3339,,,,,119,Junior Scientist 2019,35,24,59,61,0,18.438
3340,,,,,119,Junior Scientist 2019,34,16,50,69,0,15.625
3341,,,,,119,Junior Scientist 2019,45,5,50,69,0,15.625
3342,,,,,119,Junior Scientist 2019,25,30,55,64,0,17.188
3345,,,,,119,Junior Scientist 2019,31,55,86,37,0,26.875
3346,,,,,119,Junior Scientist 2019,49,23,72,49,0,22.5
3347,,,,,119,Junior Scientist 2019,55,25,80,41,0,25
3348,,,,,119,Junior Scientist 2019,62,29,91,32,0,28.438
3349,,,,,119,Junior Scientist 2019,68,11,79,42,0,24.688
3351,,,,,119,Junior Scientist 2019,83,9,92,31,0,28.75
3352,,,,,119,Junior Scientist 2019,30,29,59,61,0,18.438
3353,,,,,119,Junior Scientist 2019,10,-15,-5,106,0,0
3354,,,,,119,Junior Scientist 2019,45,20,65,55,0,20.312
3356,,,,,119,Junior Scientist 2019,10,37,47,72,0,14.688
3358,,,,,119,Junior Scientist 2019,60,0,60,60,0,18.75
3359,,,,,119,Junior Scientist 2019,69,17,86,37,0,26.875
3362,,,,,119,Junior Scientist 2019,49,17,66,54,0,20.625
3365,,,,,119,Junior Scientist 2019,13,25,38,81,0,11.875
3366,,,,,119,Junior Scientist 2019,40,45,85,38,0,26.562
3367,,,,,119,Junior Scientist 2019,83,26,109,18,0,34.062
3369,,,,,119,Junior Scientist 2019,30,5,35,83,0,10.938
3373,,,,,119,Junior Scientist 2019,30,10,40,79,0,12.5
3377,,,,,119,Junior Scientist 2019,45,15,60,60,0,18.75
3382,,,,,119,Junior Scientist 2019,45,10,55,64,0,17.188
3384,,,,,119,Junior Scientist 2019,49,-6,43,76,0,13.438
3389,,,,,119,Junior Scientist 2019,50,4,54,65,0,16.875
3390,,,,,119,Junior Scientist 2019,64,12,76,45,0,23.75
3391,,,,,119,Junior Scientist 2019,68,13,81,40,0,25.312
3394,,,,,119,Junior Scientist 2019,35,0,35,83,0,10.938
3395,,,,,119,Junior Scientist 2019,40,8,48,71,0,15
3396,,,,,119,Junior Scientist 2019,77,1,78,43,0,24.375
3397,,,,,119,Junior Scientist 2019,46,16,62,58,0,19.375
3400,,,,,119,Junior Scientist 2019,54,10,64,56,0,20
3401,,,,,119,Junior Scientist 2019,40,24,64,56,0,20
3402,,,,,119,Junior Scientist 2019,90,37,127,8,0,39.688
3403,,,,,119,Junior Scientist 2019,45,26,71,50,0,22.188
3404,,,,,119,Junior Scientist 2019,75,-5,70,51,0,21.875
3405,,,,,119,Junior Scientist 2019,13,40,53,66,0,16.562
3407,,,,,119,Junior Scientist 2019,51,22,73,48,0,22.812
3408,,,,,119,Junior Scientist 2019,43,14,57,63,0,17.812
3409,,,,,119,Junior Scientist 2019,54,27,81,40,0,25.312
3411,,,,,119,Junior Scientist 2019,29,1,30,88,0,9.375
3412,,,,,119,Junior Scientist 2019,52,10,62,58,0,19.375
3414,,,,,119,Junior Scientist 2019,55,50,105,21,0,32.812
3415,,,,,119,Junior Scientist 2019,25,20,45,74,0,14.062
3416,,,,,119,Junior Scientist 2019,10,5,15,97,0,4.688
3418,,,,,119,Junior Scientist 2019,-2,19,17,96,0,5.312
3419,,,,,119,Junior Scientist 2019,47,11,58,62,0,18.125
3421,,,,,119,Junior Scientist 2019,5,42,47,72,0,14.688
3422,,,,,119,Junior Scientist 2019,8,18,26,90,0,8.125
3424,,,,,119,Junior Scientist 2019,27,15,42,77,0,13.125
3425,,,,,119,Junior Scientist 2019,62,9,71,50,0,22.188
3426,,,,,119,Junior Scientist 2019,-10,8,-2,105,0,0
3427,,,,,119,Junior Scientist 2019,5,25,30,88,0,9.375
3428,,,,,119,Junior Scientist 2019,7,0,7,100,0,2.188
3429,,,,,119,Junior Scientist 2019,70,27,97,27,0,30.312
3430,,,,,119,Junior Scientist 2019,25,10,35,83,0,10.938
3431,,,,,119,Junior Scientist 2019,65,65,130,6,0,40.625
3432,,,,,119,Junior Scientist 2019,55,30,85,38,0,26.562
3433,,,,,119,Junior Scientist 2019,45,30,75,46,0,23.438
3435,,,,,119,Junior Scientist 2019,95,30,125,9,0,39.062
3437,,,,,119,Junior Scientist 2019,35,22,57,63,0,17.812
3438,,,,,119,Junior Scientist 2019,69,32,101,23,0,31.562
3439,,,,,119,Junior Scientist 2019,90,55,145,1,0,45.312
3442,,,,,119,Junior Scientist 2019,40,10,50,69,0,15.625
3443,,,,,119,Junior Scientist 2019,12,50,62,58,0,19.375
3444,,,,,119,Junior Scientist 2019,88,18,106,20,0,33.125
3445,,,,,119,Junior Scientist 2019,8,3,11,98,0,3.438
3446,,,,,119,Junior Scientist 2019,86,10,96,28,0,30
3447,,,,,119,Junior Scientist 2019,87,24,111,17,0,34.688
3448,,,,,119,Junior Scientist 2019,35,20,55,64,0,17.188
3449,,,,,119,Junior Scientist 2019,60,40,100,24,0,31.25
3450,,,,,119,Junior Scientist 2019,69,39,108,19,0,33.75
3451,,,,,119,Junior Scientist 2019,35,24,59,61,0,18.438
3452,,,,,119,Junior Scientist 2019,38,15,53,66,0,16.562
3453,,,,,119,Junior Scientist 2019,25,30,55,64,0,17.188
3454,,,,,119,Junior Scientist 2019,15,10,25,91,0,7.812
3455,,,,,119,Junior Scientist 2019,12,14,26,90,0,8.125
3456,,,,,119,Junior Scientist 2019,42,13,55,64,0,17.188
3459,,,,,119,Junior Scientist 2019,20,31,51,68,0,15.938
3462,,,,,119,Junior Scientist 2019,51,36,87,36,0,27.188
3464,,,,,119,Junior Scientist 2019,90,45,135,4,0,42.188
3466,,,,,119,Junior Scientist 2019,49,22,71,50,0,22.188
3468,,,,,119,Junior Scientist 2019,16,34,50,69,0,15.625
3477,,,,,119,Junior Scientist 2019,43,20,63,57,0,19.688
3478,,,,,119,Junior Scientist 2019,85,5,90,33,0,28.125
3479,,,,,119,Junior Scientist 2019,25,35,60,60,0,18.75
3480,,,,,119,Junior Scientist 2019,50,15,65,55,0,20.312
3481,,,,,119,Junior Scientist 2019,37,30,67,53,0,20.938
3482,,,,,119,Junior Scientist 2019,81,16,97,27,0,30.312
3484,,,,,119,Junior Scientist 2019,45,56,101,23,0,31.562
3487,,,,,119,Junior Scientist 2019,37,8,45,74,0,14.062
3489,,,,,119,Junior Scientist 2019,75,5,80,41,0,25
3490,,,,,119,Junior Scientist 2019,90,30,120,12,0,37.5
3491,,,,,119,Junior Scientist 2019,21,45,66,54,0,20.625
3492,,,,,119,Junior Scientist 2019,26,35,61,59,0,19.062
3494,,,,,119,Junior Scientist 2019,62,23,85,38,0,26.562
3495,,,,,119,Junior Scientist 2019,59,53,112,16,0,35
3496,,,,,119,Junior Scientist 2019,40,60,100,24,0,31.25
3498,,,,,119,Junior Scientist 2019,47,18,65,55,0,20.312
3499,,,,,119,Junior Scientist 2019,34,16,50,69,0,15.625
3500,,,,,119,Junior Scientist 2019,45,22,67,53,0,20.938
3502,,,,,119,Junior Scientist 2019,35,25,60,60,0,18.75
3503,,,,,119,Junior Scientist 2019,39,-7,32,86,0,10
3504,,,,,119,Junior Scientist 2019,45,15,60,60,0,18.75
3506,,,,,119,Junior Scientist 2019,67,14,81,40,0,25.312
3508,,,,,119,Junior Scientist 2019,32,-2,30,88,0,9.375
3514,,,,,119,Junior Scientist 2019,40,55,95,29,0,29.688
3516,,,,,119,Junior Scientist 2019,15,25,40,79,0,12.5
3518,,,,,119,Junior Scientist 2019,40,25,65,55,0,20.312
3519,,,,,119,Junior Scientist 2019,20,38,58,62,0,18.125
3523,,,,,119,Junior Scientist 2019,55,5,60,60,0,18.75
3524,,,,,119,Junior Scientist 2019,53,6,59,61,0,18.438
3525,,,,,119,Junior Scientist 2019,80,35,115,15,0,35.938
3526,,,,,119,Junior Scientist 2019,71,44,115,15,0,35.938
3527,,,,,119,Junior Scientist 2019,53,63,116,14,0,36.25
3528,,,,,119,Junior Scientist 2019,64,23,87,36,0,27.188
3532,,,,,119,Junior Scientist 2019,65,15,80,41,0,25
3533,,,,,119,Junior Scientist 2019,48,17,65,55,0,20.312
3537,,,,,119,Junior Scientist 2019,30,27,57,63,0,17.812
3538,,,,,119,Junior Scientist 2019,39,9,48,71,0,15
3540,,,,,119,Junior Scientist 2019,39,24,63,57,0,19.688
3541,,,,,119,Junior Scientist 2019,5,27,32,86,0,10
3542,,,,,119,Junior Scientist 2019,51,39,90,33,0,28.125
3543,,,,,119,Junior Scientist 2019,4,14,18,95,0,5.625
3544,,,,,119,Junior Scientist 2019,52,20,72,49,0,22.5
3546,,,,,119,Junior Scientist 2019,10,25,35,83,0,10.938
3547,,,,,119,Junior Scientist 2019,15,16,31,87,0,9.688
3549,,,,,119,Junior Scientist 2019,25,28,53,66,0,16.562
3550,,,,,119,Junior Scientist 2019,11,40,51,68,0,15.938
3552,,,,,119,Junior Scientist 2019,39,12,51,68,0,15.938
3553,,,,,119,Junior Scientist 2019,23,20,43,76,0,13.438
3555,,,,,119,Junior Scientist 2019,26,21,47,72,0,14.688
3556,,,,,119,Junior Scientist 2019,35,1,36,82,0,11.25
3557,,,,,119,Junior Scientist 2019,47,39,86,37,0,26.875
3559,,,,,119,Junior Scientist 2019,45,20,65,55,0,20.312
3561,,,,,119,Junior Scientist 2019,40,25,65,55,0,20.312
3563,,,,,119,Junior Scientist 2019,5,-5,0,104,0,0
3564,,,,,119,Junior Scientist 2019,95,6,101,23,0,31.562
3565,,,,,119,Junior Scientist 2019,70,30,100,24,0,31.25
3566,,,,,119,Junior Scientist 2019,32,41,73,48,0,22.812
3575,,,,,119,Junior Scientist 2019,55,45,100,24,0,31.25
3577,,,,,119,Junior Scientist 2019,65,53,118,13,0,36.875
3578,,,,,119,Junior Scientist 2019,5,-16,-11,108,0,0
3579,,,,,119,Junior Scientist 2019,21,28,49,70,0,15.312
3581,,,,,119,Junior Scientist 2019,36,40,76,45,0,23.75
3582,,,,,119,Junior Scientist 2019,75,40,115,15,0,35.938
3583,,,,,119,Junior Scientist 2019,37,29,66,54,0,20.625
3584,,,,,119,Junior Scientist 2019,31,40,71,50,0,22.188
3585,,,,,119,Junior Scientist 2019,5,29,34,84,0,10.625
3586,,,,,119,Junior Scientist 2019,22,65,87,36,0,27.188
3588,,,,,119,Junior Scientist 2019,51,22,73,48,0,22.812
3589,,,,,119,Junior Scientist 2019,70,35,105,21,0,32.812
3591,,,,,119,Junior Scientist 2019,45,7,52,67,0,16.25
3592,,,,,119,Junior Scientist 2019,74,28,102,22,0,31.875
3593,,,,,119,Junior Scientist 2019,59,53,112,16,0,35
3594,,,,,119,Junior Scientist 2019,25,40,65,55,0,20.312
3596,,,,,119,Junior Scientist 2019,35,15,50,69,0,15.625
3597,,,,,119,Junior Scientist 2019,40,-5,35,83,0,10.938
3598,,,,,119,Junior Scientist 2019,16,26,42,77,0,13.125
3600,,,,,119,Junior Scientist 2019,48,40,88,35,0,27.5
3601,,,,,119,Junior Scientist 2019,55,20,75,46,0,23.438
3602,,,,,119,Junior Scientist 2019,16,13,29,89,0,9.062
3603,,,,,119,Junior Scientist 2019,40,25,65,55,0,20.312
3607,,,,,119,Junior Scientist 2019,15,25,40,79,0,12.5
3608,,,,,119,Junior Scientist 2019,22,40,62,58,0,19.375
3609,,,,,119,Junior Scientist 2019,78,27,105,21,0,32.812
3610,,,,,119,Junior Scientist 2019,61,28,89,34,0,27.812
3611,,,,,119,Junior Scientist 2019,28,13,41,78,0,12.812
3612,,,,,119,Junior Scientist 2019,67,23,90,33,0,28.125
3613,,,,,119,Junior Scientist 2019,27,20,47,72,0,14.688
3614,,,,,119,Junior Scientist 2019,18,12,30,88,0,9.375
3865,,,,,119,Junior Scientist 2019,10,25,35,83,0,10.938
3949,,,,,119,Junior Scientist 2019,60,5,65,55,0,20.312
3950,,,,,119,Junior Scientist 2019,40,21,61,59,0,19.062
3951,,,,,119,Junior Scientist 2019,42,46,88,35,0,27.5
3957,,,,,119,Junior Scientist 2019,54,41,95,29,0,29.688
3962,,,,,119,Junior Scientist 2019,26,7,33,85,0,10.312
4024,,,,,119,Junior Scientist 2019,33,19,52,67,0,16.25
4025,,,,,119,Junior Scientist 2019,17,15,32,86,0,10
4026,,,,,119,Junior Scientist 2019,63,20,83,39,0,25.938
4027,,,,,119,Junior Scientist 2019,15,40,55,64,0,17.188
4028,,,,,119,Junior Scientist 2019,33,11,44,75,0,13.75
4029,,,,,119,Junior Scientist 2019,59,-6,53,66,0,16.562
