candidate id,candidate name,father,group,other,test id,test,verbal ability,current affairs,general science,social science,total,test rank,group rank,percentage
1803806,,,,,120,Civil Service 2019,20,35,25,35,115,29,0,35.938
1803807,,,,,120,Civil Service 2019,5,5,11,15,36,96,0,11.25
1803808,,,,,120,Civil Service 2019,25,20,10,30,85,59,0,26.562
1803811,,,,,120,Civil Service 2019,18,19,15,29,81,62,0,25.312
1803812,,,,,120,Civil Service 2019,2,17,9,30,58,82,0,18.125
1803813,,,,,120,Civil Service 2019,20,26,0,30,76,67,0,23.75
1803814,,,,,120,Civil Service 2019,20,16,5,0,41,93,0,12.812
1803816,,,,,120,Civil Service 2019,21,44,22,35,122,24,0,38.125
1803818,,,,,120,Civil Service 2019,15,21,14,18,68,75,0,21.25
1803819,,,,,120,Civil Service 2019,14,8,20,10,52,86,0,16.25
1803820,,,,,120,Civil Service 2019,21,35,0,11,67,76,0,20.938
1803826,,,,,120,Civil Service 2019,11,42,12,22,87,57,0,27.188
1803829,,,,,120,Civil Service 2019,30,55,35,40,160,6,0,50
1803830,,,,,120,Civil Service 2019,17,13,-2,41,69,74,0,21.562
1803831,,,,,120,Civil Service 2019,16,39,21,12,88,56,0,27.5
1803833,,,,,120,Civil Service 2019,29,40,24,23,116,28,0,36.25
1803834,,,,,120,Civil Service 2019,25,17,7,20,69,74,0,21.562
1803836,,,,,120,Civil Service 2019,20,25,10,-5,50,88,0,15.625
1803837,,,,,120,Civil Service 2019,10,35,15,5,65,78,0,20.312
1803840,,,,,120,Civil Service 2019,24,35,14,16,89,55,0,27.812
1803841,,,,,120,Civil Service 2019,23,46,7,20,96,48,0,30
1803851,,,,,120,Civil Service 2019,28,24,16,16,84,60,0,26.25
1803853,,,,,120,Civil Service 2019,25,35,25,25,110,34,0,34.375
1803854,,,,,120,Civil Service 2019,6,21,18,46,91,53,0,28.438
1803859,,,,,120,Civil Service 2019,26,32,9,19,86,58,0,26.875
1803860,,,,,120,Civil Service 2019,40,30,39,16,125,21,0,39.062
1803861,,,,,120,Civil Service 2019,20,36,32,23,111,33,0,34.688
1803862,,,,,120,Civil Service 2019,10,13,14,7,44,92,0,13.75
1803866,,,,,120,Civil Service 2019,5,10,20,35,70,73,0,21.875
1803872,,,,,120,Civil Service 2019,16,17,15,26,74,69,0,23.125
1803873,,,,,120,Civil Service 2019,31,44,18,10,103,41,0,32.188
1803874,,,,,120,Civil Service 2019,35,50,21,38,144,13,0,45
1803877,,,,,120,Civil Service 2019,25,55,20,30,130,19,0,40.625
1803883,,,,,120,Civil Service 2019,10,46,16,25,97,47,0,30.312
1803884,,,,,120,Civil Service 2019,18,29,12,8,67,76,0,20.938
1803885,,,,,120,Civil Service 2019,31,67,29,38,165,5,0,51.562
1803886,,,,,120,Civil Service 2019,18,20,2,17,57,83,0,17.812
1803887,,,,,120,Civil Service 2019,11,18,11,4,44,92,0,13.75
1803888,,,,,120,Civil Service 2019,31,19,41,16,107,37,0,33.438
1803889,,,,,120,Civil Service 2019,29,23,11,10,73,70,0,22.812
1803890,,,,,120,Civil Service 2019,21,25,26,13,85,59,0,26.562
1803891,,,,,120,Civil Service 2019,-10,25,-5,15,25,103,0,7.812
1803892,,,,,120,Civil Service 2019,25,32,25,15,97,47,0,30.312
1803893,,,,,120,Civil Service 2019,27,30,19,13,89,55,0,27.812
1803897,,,,,120,Civil Service 2019,16,23,8,21,68,75,0,21.25
1803898,,,,,120,Civil Service 2019,11,30,14,43,98,46,0,30.625
1803902,,,,,120,Civil Service 2019,17,17,2,10,46,90,0,14.375
1803903,,,,,120,Civil Service 2019,25,36,23,31,115,29,0,35.938
1803904,,,,,120,Civil Service 2019,15,10,3,22,50,88,0,15.625
1803905,,,,,120,Civil Service 2019,32,43,14,23,112,32,0,35
1803907,,,,,120,Civil Service 2019,13,19,30,12,74,69,0,23.125
1803908,,,,,120,Civil Service 2019,10,45,30,35,120,25,0,37.5
1803911,,,,,120,Civil Service 2019,8,28,8,17,61,80,0,19.062
1803912,,,,,120,Civil Service 2019,8,37,13,31,89,55,0,27.812
1803914,,,,,120,Civil Service 2019,14,26,14,12,66,77,0,20.625
1803915,,,,,120,Civil Service 2019,15,24,8,16,63,79,0,19.688
1803916,,,,,120,Civil Service 2019,21,40,32,30,123,23,0,38.438
1803917,,,,,120,Civil Service 2019,1,11,12,6,30,101,0,9.375
1803919,,,,,120,Civil Service 2019,5,30,20,35,90,54,0,28.125
1803921,,,,,120,Civil Service 2019,20,10,10,5,45,91,0,14.062
1803923,,,,,120,Civil Service 2019,24,12,7,2,45,91,0,14.062
1803925,,,,,120,Civil Service 2019,13,44,7,42,106,38,0,33.125
1803926,,,,,120,Civil Service 2019,21,30,10,15,76,67,0,23.75
1803928,,,,,120,Civil Service 2019,25,30,35,50,140,14,0,43.75
1803929,,,,,120,Civil Service 2019,20,45,35,45,145,12,0,45.312
1803933,,,,,120,Civil Service 2019,15,12,14,24,65,78,0,20.312
1803934,,,,,120,Civil Service 2019,25,41,19,31,116,28,0,36.25
1803938,,,,,120,Civil Service 2019,15,46,43,20,124,22,0,38.75
1803942,,,,,120,Civil Service 2019,23,29,11,19,82,61,0,25.625
1803943,,,,,120,Civil Service 2019,26,61,25,35,147,10,0,45.938
1803944,,,,,120,Civil Service 2019,20,26,22,30,98,46,0,30.625
1803945,,,,,120,Civil Service 2019,25,20,10,5,60,81,0,18.75
1803946,,,,,120,Civil Service 2019,26,49,21,26,122,24,0,38.125
1803947,,,,,120,Civil Service 2019,16,24,10,30,80,63,0,25
1803953,,,,,120,Civil Service 2019,10,10,26,27,73,70,0,22.812
1803954,,,,,120,Civil Service 2019,11,37,14,12,74,69,0,23.125
1803961,,,,,120,Civil Service 2019,18,28,24,22,92,52,0,28.75
1803964,,,,,120,Civil Service 2019,15,35,30,25,105,39,0,32.812
1803965,,,,,120,Civil Service 2019,35,30,40,30,135,17,0,42.188
1803967,,,,,120,Civil Service 2019,25,15,5,15,60,81,0,18.75
1803968,,,,,120,Civil Service 2019,0,25,10,30,65,78,0,20.312
1803969,,,,,120,Civil Service 2019,10,10,5,10,35,97,0,10.938
1803970,,,,,120,Civil Service 2019,35,50,45,55,185,2,0,57.812
1803971,,,,,120,Civil Service 2019,3,16,0,19,38,95,0,11.875
1803972,,,,,120,Civil Service 2019,25,20,42,50,137,15,0,42.812
1803975,,,,,120,Civil Service 2019,-11,8,5,12,14,105,0,4.375
1803976,,,,,120,Civil Service 2019,3,18,1,7,29,102,0,9.062
1803977,,,,,120,Civil Service 2019,10,35,25,15,85,59,0,26.562
1803978,,,,,120,Civil Service 2019,21,13,11,21,66,77,0,20.625
1803982,,,,,120,Civil Service 2019,-10,6,-11,14,-1,106,0,0
1803983,,,,,120,Civil Service 2019,39,36,21,11,107,37,0,33.438
1803984,,,,,120,Civil Service 2019,15,19,8,9,51,87,0,15.938
1803985,,,,,120,Civil Service 2019,0,25,15,5,45,91,0,14.062
1803986,,,,,120,Civil Service 2019,15,10,25,10,60,81,0,18.75
1803987,,,,,120,Civil Service 2019,20,40,20,20,100,44,0,31.25
1803988,,,,,120,Civil Service 2019,30,35,31,14,110,34,0,34.375
1803989,,,,,120,Civil Service 2019,31,52,27,34,144,13,0,45
1803990,,,,,120,Civil Service 2019,21,30,11,8,70,73,0,21.875
1803991,,,,,120,Civil Service 2019,35,20,45,20,120,25,0,37.5
1803992,,,,,120,Civil Service 2019,9,17,8,15,49,89,0,15.312
1803995,,,,,120,Civil Service 2019,12,16,9,17,54,84,0,16.875
1803996,,,,,120,Civil Service 2019,15,40,25,28,108,36,0,33.75
1803997,,,,,120,Civil Service 2019,21,40,39,23,123,23,0,38.438
1804004,,,,,120,Civil Service 2019,35,8,17,19,79,64,0,24.688
1804008,,,,,120,Civil Service 2019,26,27,23,14,90,54,0,28.125
1804010,,,,,120,Civil Service 2019,20,20,20,10,70,73,0,21.875
1804014,,,,,120,Civil Service 2019,26,43,43,42,154,9,0,48.125
1804012,,,,,120,Civil Service 2019,21,35,27,29,112,32,0,35
1804013,,,,,120,Civil Service 2019,0,30,5,10,45,91,0,14.062
1804016,,,,,120,Civil Service 2019,25,30,16,28,99,45,0,30.938
1804017,,,,,120,Civil Service 2019,8,45,24,27,104,40,0,32.5
1804018,,,,,120,Civil Service 2019,25,40,35,15,115,29,0,35.938
1804019,,,,,120,Civil Service 2019,15,28,33,38,114,30,0,35.625
1804022,,,,,120,Civil Service 2019,30,20,-8,15,57,83,0,17.812
1804023,,,,,120,Civil Service 2019,25,45,0,5,75,68,0,23.438
1804030,,,,,120,Civil Service 2019,17,26,24,21,88,56,0,27.5
1804031,,,,,120,Civil Service 2019,28,16,28,27,99,45,0,30.938
1804033,,,,,120,Civil Service 2019,30,40,45,31,146,11,0,45.625
1804034,,,,,120,Civil Service 2019,21,14,16,25,76,67,0,23.75
1804035,,,,,120,Civil Service 2019,20,30,15,5,70,73,0,21.875
1804036,,,,,120,Civil Service 2019,5,30,0,35,70,73,0,21.875
1804037,,,,,120,Civil Service 2019,5,20,10,15,50,88,0,15.625
1804038,,,,,120,Civil Service 2019,20,20,5,5,50,88,0,15.625
1804039,,,,,120,Civil Service 2019,22,28,26,23,99,45,0,30.938
1804043,,,,,120,Civil Service 2019,4,27,12,15,58,82,0,18.125
1804044,,,,,120,Civil Service 2019,20,25,0,20,65,78,0,20.312
1804047,,,,,120,Civil Service 2019,20,50,15,35,120,25,0,37.5
1804048,,,,,120,Civil Service 2019,5,10,15,0,30,101,0,9.375
1804049,,,,,120,Civil Service 2019,11,35,15,25,86,58,0,26.875
1804050,,,,,120,Civil Service 2019,15,30,30,40,115,29,0,35.938
1804051,,,,,120,Civil Service 2019,10,35,10,30,85,59,0,26.562
1804058,,,,,120,Civil Service 2019,25,35,10,24,94,50,0,29.375
1804060,,,,,120,Civil Service 2019,36,43,42,37,158,7,0,49.375
1804061,,,,,120,Civil Service 2019,15,30,20,17,82,61,0,25.625
1804062,,,,,120,Civil Service 2019,32,42,3,36,113,31,0,35.312
1804063,,,,,120,Civil Service 2019,15,33,20,14,82,61,0,25.625
1804064,,,,,120,Civil Service 2019,16,62,21,24,123,23,0,38.438
1804065,,,,,120,Civil Service 2019,20,35,20,15,90,54,0,28.125
1804066,,,,,120,Civil Service 2019,28,39,52,38,157,8,0,49.062
1804067,,,,,120,Civil Service 2019,10,-10,0,-5,-5,107,0,0
1804068,,,,,120,Civil Service 2019,0,25,0,25,50,88,0,15.625
1804078,,,,,120,Civil Service 2019,21,23,4,23,71,72,0,22.188
1804070,,,,,120,Civil Service 2019,25,45,20,40,130,19,0,40.625
1804071,,,,,120,Civil Service 2019,20,30,20,35,105,39,0,32.812
1804072,,,,,120,Civil Service 2019,25,23,15,6,69,74,0,21.562
1804073,,,,,120,Civil Service 2019,18,47,27,33,125,21,0,39.062
1804074,,,,,120,Civil Service 2019,12,24,32,0,68,75,0,21.25
1804075,,,,,120,Civil Service 2019,25,55,16,5,101,43,0,31.562
1804076,,,,,120,Civil Service 2019,20,12,28,7,67,76,0,20.938
1804077,,,,,120,Civil Service 2019,30,45,30,25,130,19,0,40.625
1804079,,,,,120,Civil Service 2019,16,43,33,26,118,26,0,36.875
1804080,,,,,120,Civil Service 2019,25,5,-5,5,30,101,0,9.375
1804081,,,,,120,Civil Service 2019,15,30,-5,20,60,81,0,18.75
1804082,,,,,120,Civil Service 2019,30,37,-2,19,84,60,0,26.25
1804083,,,,,120,Civil Service 2019,25,40,15,45,125,21,0,39.062
1804084,,,,,120,Civil Service 2019,30,30,15,20,95,49,0,29.688
1804085,,,,,120,Civil Service 2019,23,43,22,18,106,38,0,33.125
1804086,,,,,120,Civil Service 2019,20,40,25,20,105,39,0,32.812
1804087,,,,,120,Civil Service 2019,25,10,20,35,90,54,0,28.125
1804088,,,,,120,Civil Service 2019,19,19,8,5,51,87,0,15.938
1804089,,,,,120,Civil Service 2019,18,15,21,3,57,83,0,17.812
1804090,,,,,120,Civil Service 2019,41,51,65,76,233,1,0,72.812
