CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,General Science,Social Science,Total,Test Rank,Group Rank,Percentage
473,,,,,115,Junior Scientist 2018,25,40,65,73,0,20.312
476,,,,,115,Junior Scientist 2018,50,55,105,61,0,32.812
477,,,,,115,Junior Scientist 2018,57,41,98,63,0,30.625
479,,,,,115,Junior Scientist 2018,95,92,187,10,0,58.438
481,,,,,115,Junior Scientist 2018,95,85,180,13,0,56.25
482,,,,,115,Junior Scientist 2018,84,70,154,28,0,48.125
483,,,,,115,Junior Scientist 2018,60,60,120,50,0,37.5
487,,,,,115,Junior Scientist 2018,31,29,60,74,0,18.75
488,,,,,115,Junior Scientist 2018,60,70,130,44,0,40.625
489,,,,,115,Junior Scientist 2018,81,46,127,45,0,39.688
491,,,,,115,Junior Scientist 2018,50,65,115,53,0,35.938
492,,,,,115,Junior Scientist 2018,89,68,157,26,0,49.062
493,,,,,115,Junior Scientist 2018,30,35,65,73,0,20.312
494,,,,,115,Junior Scientist 2018,90,100,190,9,0,59.375
495,,,,,115,Junior Scientist 2018,45,45,90,66,0,28.125
496,,,,,115,Junior Scientist 2018,65,82,147,32,0,45.938
497,,,,,115,Junior Scientist 2018,63,48,111,56,0,34.688
499,,,,,115,Junior Scientist 2018,55,55,110,57,0,34.375
501,,,,,115,Junior Scientist 2018,68,65,133,43,0,41.562
600,,,,,115,Junior Scientist 2018,80,50,130,44,0,40.625
601,,,,,115,Junior Scientist 2018,55,35,90,66,0,28.125
