CANDIDATE ID	CANDIDATE NAME	FATHER	GROUP	OTHER	Test ID	Test	Verbal Ability	Current Affairs	General Science	Social Science	Total	Test Rank	Group Rank	Percentage
3925					120	Civil Service 2019	13	44	7	42	106	38	0	33.125
3926					120	Civil Service 2019	21	30	10	15	76	67	0	23.75
3928					120	Civil Service 2019	25	30	35	50	140	14	0	43.75
3929					120	Civil Service 2019	20	45	35	45	145	12	0	45.312
3933					120	Civil Service 2019	15	12	14	24	65	78	0	20.312
3934					120	Civil Service 2019	25	41	19	31	116	28	0	36.25
3938					120	Civil Service 2019	15	46	43	20	124	22	0	38.75
3942					120	Civil Service 2019	23	29	11	19	82	61	0	25.625
3943					120	Civil Service 2019	26	61	25	35	147	10	0	45.938
3944					120	Civil Service 2019	20	26	22	30	98	46	0	30.625
3945					120	Civil Service 2019	25	20	10	5	60	81	0	18.75
3946					120	Civil Service 2019	26	49	21	26	122	24	0	38.125
3947					120	Civil Service 2019	16	24	10	30	80	63	0	25
3953					120	Civil Service 2019	10	10	26	27	73	70	0	22.812
3954					120	Civil Service 2019	11	37	14	12	74	69	0	23.125
3961					120	Civil Service 2019	18	28	24	22	92	52	0	28.75
3964					120	Civil Service 2019	15	35	30	25	105	39	0	32.812
3965					120	Civil Service 2019	35	30	40	30	135	17	0	42.188
3967					120	Civil Service 2019	25	15	5	15	60	81	0	18.75
3968					120	Civil Service 2019	0	25	10	30	65	78	0	20.312
3969					120	Civil Service 2019	10	10	5	10	35	97	0	10.938
3970					120	Civil Service 2019	35	50	45	55	185	2	0	57.812
3971					120	Civil Service 2019	3	16	0	19	38	95	0	11.875
3972					120	Civil Service 2019	25	20	42	50	137	15	0	42.812
3975					120	Civil Service 2019	-11	8	5	12	14	105	0	4.375
3976					120	Civil Service 2019	3	18	1	7	29	102	0	9.062
3977					120	Civil Service 2019	10	35	25	15	85	59	0	26.562
3978					120	Civil Service 2019	21	13	11	21	66	77	0	20.625
3982					120	Civil Service 2019	-10	6	-11	14	-1	106	0	0
3983					120	Civil Service 2019	39	36	21	11	107	37	0	33.438
3984					120	Civil Service 2019	15	19	8	9	51	87	0	15.938
3985					120	Civil Service 2019	0	25	15	5	45	91	0	14.062
3986					120	Civil Service 2019	15	10	25	10	60	81	0	18.75
3987					120	Civil Service 2019	20	40	20	20	100	44	0	31.25
3988					120	Civil Service 2019	30	35	31	14	110	34	0	34.375
3989					120	Civil Service 2019	31	52	27	34	144	13	0	45
3990					120	Civil Service 2019	21	30	11	8	70	73	0	21.875
3991					120	Civil Service 2019	35	20	45	20	120	25	0	37.5
3992					120	Civil Service 2019	9	17	8	15	49	89	0	15.312
3995					120	Civil Service 2019	12	16	9	17	54	84	0	16.875
3996					120	Civil Service 2019	15	40	25	28	108	36	0	33.75
3997					120	Civil Service 2019	21	40	39	23	123	23	0	38.438
4004					120	Civil Service 2019	35	8	17	19	79	64	0	24.688
4008					120	Civil Service 2019	26	27	23	14	90	54	0	28.125
4010					120	Civil Service 2019	20	20	20	10	70	73	0	21.875
4014					120	Civil Service 2019	26	43	43	42	154	9	0	48.125
4012					120	Civil Service 2019	21	35	27	29	112	32	0	35
4013					120	Civil Service 2019	0	30	5	10	45	91	0	14.062
4016					120	Civil Service 2019	25	30	16	28	99	45	0	30.938
4017					120	Civil Service 2019	8	45	24	27	104	40	0	32.5
4018					120	Civil Service 2019	25	40	35	15	115	29	0	35.938
4019					120	Civil Service 2019	15	28	33	38	114	30	0	35.625
4022					120	Civil Service 2019	30	20	-8	15	57	83	0	17.812
4023					120	Civil Service 2019	25	45	0	5	75	68	0	23.438
4030					120	Civil Service 2019	17	26	24	21	88	56	0	27.5
4031					120	Civil Service 2019	28	16	28	27	99	45	0	30.938
4033					120	Civil Service 2019	30	40	45	31	146	11	0	45.625
4034					120	Civil Service 2019	21	14	16	25	76	67	0	23.75
4035					120	Civil Service 2019	20	30	15	5	70	73	0	21.875
4036					120	Civil Service 2019	5	30	0	35	70	73	0	21.875
4037					120	Civil Service 2019	5	20	10	15	50	88	0	15.625
4038					120	Civil Service 2019	20	20	5	5	50	88	0	15.625
4039					120	Civil Service 2019	22	28	26	23	99	45	0	30.938
4043					120	Civil Service 2019	4	27	12	15	58	82	0	18.125
4044					120	Civil Service 2019	20	25	0	20	65	78	0	20.312
4047					120	Civil Service 2019	20	50	15	35	120	25	0	37.5
4048					120	Civil Service 2019	5	10	15	0	30	101	0	9.375
4049					120	Civil Service 2019	11	35	15	25	86	58	0	26.875
4050					120	Civil Service 2019	15	30	30	40	115	29	0	35.938
4051					120	Civil Service 2019	10	35	10	30	85	59	0	26.562
4058					120	Civil Service 2019	25	35	10	24	94	50	0	29.375
4060					120	Civil Service 2019	36	43	42	37	158	7	0	49.375
4061					120	Civil Service 2019	15	30	20	17	82	61	0	25.625
4062					120	Civil Service 2019	32	42	3	36	113	31	0	35.312
4063					120	Civil Service 2019	15	33	20	14	82	61	0	25.625
4064					120	Civil Service 2019	16	62	21	24	123	23	0	38.438
4065					120	Civil Service 2019	20	35	20	15	90	54	0	28.125
4066					120	Civil Service 2019	28	39	52	38	157	8	0	49.062
4067					120	Civil Service 2019	10	-10	0	-5	-5	107	0	0
4068					120	Civil Service 2019	0	25	0	25	50	88	0	15.625
4078					120	Civil Service 2019	21	23	4	23	71	72	0	22.188
4070					120	Civil Service 2019	25	45	20	40	130	19	0	40.625
4071					120	Civil Service 2019	20	30	20	35	105	39	0	32.812
4072					120	Civil Service 2019	25	23	15	6	69	74	0	21.562
4073					120	Civil Service 2019	18	47	27	33	125	21	0	39.062
4074					120	Civil Service 2019	12	24	32	0	68	75	0	21.25
4075					120	Civil Service 2019	25	55	16	5	101	43	0	31.562
4076					120	Civil Service 2019	20	12	28	7	67	76	0	20.938
4077					120	Civil Service 2019	30	45	30	25	130	19	0	40.625
4079					120	Civil Service 2019	16	43	33	26	118	26	0	36.875
4080					120	Civil Service 2019	25	5	-5	5	30	101	0	9.375
4081					120	Civil Service 2019	15	30	-5	20	60	81	0	18.75
4082					120	Civil Service 2019	30	37	-2	19	84	60	0	26.25
4083					120	Civil Service 2019	25	40	15	45	125	21	0	39.062
4084					120	Civil Service 2019	30	30	15	20	95	49	0	29.688
4085					120	Civil Service 2019	23	43	22	18	106	38	0	33.125
4086					120	Civil Service 2019	20	40	25	20	105	39	0	32.812
4087					120	Civil Service 2019	25	10	20	35	90	54	0	28.125
4088					120	Civil Service 2019	19	19	8	5	51	87	0	15.938
4089					120	Civil Service 2019	18	15	21	3	57	83	0	17.812
4090					120	Civil Service 2019	41	51	65	76	233	1	0	72.812
4091					120	Civil Service 2019	40	45	45	35	165	5	0	51.562
