candidate id,candidate name,father,group,other,test id,test,general science,social science,total,test rank,group rank,percentage
1803269,,,,,119,Junior Scientist 2019,30,35,65,56,0,20.312
1803271,,,,,119,Junior Scientist 2019,58,18,76,46,0,23.75
1803273,,,,,119,Junior Scientist 2019,66,30,96,29,0,30
1803274,,,,,119,Junior Scientist 2019,19,1,20,94,0,6.25
1803275,,,,,119,Junior Scientist 2019,90,42,132,6,0,41.25
1803277,,,,,119,Junior Scientist 2019,9,22,31,88,0,9.688
1803278,,,,,119,Junior Scientist 2019,48,0,48,72,0,15
1803279,,,,,119,Junior Scientist 2019,55,37,92,32,0,28.75
1803280,,,,,119,Junior Scientist 2019,69,32,101,24,0,31.562
1803283,,,,,119,Junior Scientist 2019,82,17,99,26,0,30.938
1803285,,,,,119,Junior Scientist 2019,43,45,88,36,0,27.5
1803286,,,,,119,Junior Scientist 2019,30,30,60,61,0,18.75
1803289,,,,,119,Junior Scientist 2019,40,20,60,61,0,18.75
1803290,,,,,119,Junior Scientist 2019,57,37,94,31,0,29.375
1803292,,,,,119,Junior Scientist 2019,47,4,51,69,0,15.938
1803293,,,,,119,Junior Scientist 2019,53,46,99,26,0,30.938
1803294,,,,,119,Junior Scientist 2019,45,20,65,56,0,20.312
1803297,,,,,119,Junior Scientist 2019,55,25,80,42,0,25
1803299,,,,,119,Junior Scientist 2019,63,22,85,39,0,26.562
1803300,,,,,119,Junior Scientist 2019,60,7,67,54,0,20.938
1803301,,,,,119,Junior Scientist 2019,21,41,62,59,0,19.375
1803304,,,,,119,Junior Scientist 2019,70,15,85,39,0,26.562
1803307,,,,,119,Junior Scientist 2019,70,28,98,27,0,30.625
1803308,,,,,119,Junior Scientist 2019,45,50,95,30,0,29.688
1803309,,,,,119,Junior Scientist 2019,46,5,51,69,0,15.938
1803310,,,,,119,Junior Scientist 2019,23,27,50,70,0,15.625
1803312,,,,,119,Junior Scientist 2019,45,40,85,39,0,26.562
1803314,,,,,119,Junior Scientist 2019,68,12,80,42,0,25
1803319,,,,,119,Junior Scientist 2019,78,18,96,29,0,30
1803323,,,,,119,Junior Scientist 2019,42,12,54,66,0,16.875
1803332,,,,,119,Junior Scientist 2019,55,35,90,34,0,28.125
1803333,,,,,119,Junior Scientist 2019,40,25,65,56,0,20.312
1803335,,,,,119,Junior Scientist 2019,10,10,20,94,0,6.25
1803336,,,,,119,Junior Scientist 2019,1,-12,-11,109,0,0
1803337,,,,,119,Junior Scientist 2019,33,21,54,66,0,16.875
1803338,,,,,119,Junior Scientist 2019,43,14,57,64,0,17.812
1803339,,,,,119,Junior Scientist 2019,35,24,59,62,0,18.438
1803340,,,,,119,Junior Scientist 2019,34,16,50,70,0,15.625
1803341,,,,,119,Junior Scientist 2019,45,5,50,70,0,15.625
1803342,,,,,119,Junior Scientist 2019,25,30,55,65,0,17.188
1803345,,,,,119,Junior Scientist 2019,31,55,86,38,0,26.875
1803346,,,,,119,Junior Scientist 2019,49,23,72,50,0,22.5
1803347,,,,,119,Junior Scientist 2019,55,25,80,42,0,25
1803348,,,,,119,Junior Scientist 2019,62,29,91,33,0,28.438
1803349,,,,,119,Junior Scientist 2019,68,11,79,43,0,24.688
1803351,,,,,119,Junior Scientist 2019,83,9,92,32,0,28.75
1803352,,,,,119,Junior Scientist 2019,30,29,59,62,0,18.438
1803353,,,,,119,Junior Scientist 2019,10,-15,-5,107,0,0
1803354,,,,,119,Junior Scientist 2019,45,20,65,56,0,20.312
1803356,,,,,119,Junior Scientist 2019,10,37,47,73,0,14.688
1803358,,,,,119,Junior Scientist 2019,60,0,60,61,0,18.75
1803359,,,,,119,Junior Scientist 2019,69,17,86,38,0,26.875
1803362,,,,,119,Junior Scientist 2019,49,17,66,55,0,20.625
1803365,,,,,119,Junior Scientist 2019,13,25,38,82,0,11.875
1803366,,,,,119,Junior Scientist 2019,40,45,85,39,0,26.562
1803367,,,,,119,Junior Scientist 2019,83,26,109,19,0,34.062
1803369,,,,,119,Junior Scientist 2019,30,5,35,84,0,10.938
1803373,,,,,119,Junior Scientist 2019,30,10,40,80,0,12.5
1803377,,,,,119,Junior Scientist 2019,45,15,60,61,0,18.75
1803382,,,,,119,Junior Scientist 2019,45,10,55,65,0,17.188
1803384,,,,,119,Junior Scientist 2019,49,-6,43,77,0,13.438
1803389,,,,,119,Junior Scientist 2019,50,4,54,66,0,16.875
1803390,,,,,119,Junior Scientist 2019,64,12,76,46,0,23.75
1803391,,,,,119,Junior Scientist 2019,68,13,81,41,0,25.312
1803394,,,,,119,Junior Scientist 2019,35,0,35,84,0,10.938
1803395,,,,,119,Junior Scientist 2019,40,8,48,72,0,15
1803396,,,,,119,Junior Scientist 2019,77,1,78,44,0,24.375
1803397,,,,,119,Junior Scientist 2019,46,16,62,59,0,19.375
1803400,,,,,119,Junior Scientist 2019,54,10,64,57,0,20
1803401,,,,,119,Junior Scientist 2019,40,24,64,57,0,20
1803402,,,,,119,Junior Scientist 2019,90,37,127,9,0,39.688
1803403,,,,,119,Junior Scientist 2019,45,26,71,51,0,22.188
1803404,,,,,119,Junior Scientist 2019,75,-5,70,52,0,21.875
1803405,,,,,119,Junior Scientist 2019,13,40,53,67,0,16.562
1803407,,,,,119,Junior Scientist 2019,51,22,73,49,0,22.812
1803408,,,,,119,Junior Scientist 2019,43,14,57,64,0,17.812
1803409,,,,,119,Junior Scientist 2019,54,27,81,41,0,25.312
1803411,,,,,119,Junior Scientist 2019,29,1,30,89,0,9.375
1803412,,,,,119,Junior Scientist 2019,52,10,62,59,0,19.375
1803414,,,,,119,Junior Scientist 2019,55,50,105,22,0,32.812
1803415,,,,,119,Junior Scientist 2019,25,20,45,75,0,14.062
1803416,,,,,119,Junior Scientist 2019,10,5,15,98,0,4.688
1803418,,,,,119,Junior Scientist 2019,-2,19,17,97,0,5.312
1803419,,,,,119,Junior Scientist 2019,47,11,58,63,0,18.125
1803421,,,,,119,Junior Scientist 2019,5,42,47,73,0,14.688
1803422,,,,,119,Junior Scientist 2019,8,18,26,91,0,8.125
1803424,,,,,119,Junior Scientist 2019,27,15,42,78,0,13.125
1803425,,,,,119,Junior Scientist 2019,62,9,71,51,0,22.188
1803426,,,,,119,Junior Scientist 2019,-10,8,-2,106,0,0
1803427,,,,,119,Junior Scientist 2019,5,25,30,89,0,9.375
1803428,,,,,119,Junior Scientist 2019,7,0,7,101,0,2.188
1803429,,,,,119,Junior Scientist 2019,70,27,97,28,0,30.312
1803430,,,,,119,Junior Scientist 2019,25,10,35,84,0,10.938
1803431,,,,,119,Junior Scientist 2019,65,65,130,7,0,40.625
1803432,,,,,119,Junior Scientist 2019,55,30,85,39,0,26.562
1803433,,,,,119,Junior Scientist 2019,45,30,75,47,0,23.438
1803435,,,,,119,Junior Scientist 2019,95,30,125,10,0,39.062
1803437,,,,,119,Junior Scientist 2019,35,22,57,64,0,17.812
1803438,,,,,119,Junior Scientist 2019,69,32,101,24,0,31.562
1803439,,,,,119,Junior Scientist 2019,90,55,145,2,0,45.312
1803442,,,,,119,Junior Scientist 2019,40,10,50,70,0,15.625
1803443,,,,,119,Junior Scientist 2019,12,50,62,59,0,19.375
1803444,,,,,119,Junior Scientist 2019,88,18,106,21,0,33.125
1803445,,,,,119,Junior Scientist 2019,8,3,11,99,0,3.438
1803446,,,,,119,Junior Scientist 2019,86,10,96,29,0,30
1803447,,,,,119,Junior Scientist 2019,87,24,111,18,0,34.688
1803448,,,,,119,Junior Scientist 2019,35,20,55,65,0,17.188
1803449,,,,,119,Junior Scientist 2019,60,40,100,25,0,31.25
1803450,,,,,119,Junior Scientist 2019,69,39,108,20,0,33.75
1803451,,,,,119,Junior Scientist 2019,35,24,59,62,0,18.438
1803452,,,,,119,Junior Scientist 2019,38,15,53,67,0,16.562
1803453,,,,,119,Junior Scientist 2019,25,30,55,65,0,17.188
1803454,,,,,119,Junior Scientist 2019,15,10,25,92,0,7.812
1803455,,,,,119,Junior Scientist 2019,12,14,26,91,0,8.125
1803456,,,,,119,Junior Scientist 2019,42,13,55,65,0,17.188
1803459,,,,,119,Junior Scientist 2019,20,31,51,69,0,15.938
1803462,,,,,119,Junior Scientist 2019,51,36,87,37,0,27.188
1803464,,,,,119,Junior Scientist 2019,90,45,135,5,0,42.188
1803466,,,,,119,Junior Scientist 2019,49,22,71,51,0,22.188
1803468,,,,,119,Junior Scientist 2019,16,34,50,70,0,15.625
1803477,,,,,119,Junior Scientist 2019,43,20,63,58,0,19.688
1803478,,,,,119,Junior Scientist 2019,85,5,90,34,0,28.125
1803479,,,,,119,Junior Scientist 2019,25,35,60,61,0,18.75
1803480,,,,,119,Junior Scientist 2019,50,15,65,56,0,20.312
1803481,,,,,119,Junior Scientist 2019,37,30,67,54,0,20.938
1803482,,,,,119,Junior Scientist 2019,81,16,97,28,0,30.312
1803484,,,,,119,Junior Scientist 2019,45,56,101,24,0,31.562
1803487,,,,,119,Junior Scientist 2019,37,8,45,75,0,14.062
1803489,,,,,119,Junior Scientist 2019,75,5,80,42,0,25
1803490,,,,,119,Junior Scientist 2019,90,30,120,13,0,37.5
1803491,,,,,119,Junior Scientist 2019,21,45,66,55,0,20.625
1803492,,,,,119,Junior Scientist 2019,26,35,61,60,0,19.062
1803494,,,,,119,Junior Scientist 2019,62,23,85,39,0,26.562
1803495,,,,,119,Junior Scientist 2019,59,53,112,17,0,35
1803496,,,,,119,Junior Scientist 2019,40,60,100,25,0,31.25
1803498,,,,,119,Junior Scientist 2019,47,18,65,56,0,20.312
1803499,,,,,119,Junior Scientist 2019,34,16,50,70,0,15.625
1803500,,,,,119,Junior Scientist 2019,45,22,67,54,0,20.938
1803502,,,,,119,Junior Scientist 2019,35,25,60,61,0,18.75
1803503,,,,,119,Junior Scientist 2019,39,-7,32,87,0,10
1803504,,,,,119,Junior Scientist 2019,45,15,60,61,0,18.75
1803506,,,,,119,Junior Scientist 2019,67,14,81,41,0,25.312
1803508,,,,,119,Junior Scientist 2019,32,-2,30,89,0,9.375
1803514,,,,,119,Junior Scientist 2019,40,55,95,30,0,29.688
1803516,,,,,119,Junior Scientist 2019,15,25,40,80,0,12.5
1803518,,,,,119,Junior Scientist 2019,40,25,65,56,0,20.312
1803519,,,,,119,Junior Scientist 2019,20,38,58,63,0,18.125
1803523,,,,,119,Junior Scientist 2019,55,5,60,61,0,18.75
1803524,,,,,119,Junior Scientist 2019,53,6,59,62,0,18.438
1803525,,,,,119,Junior Scientist 2019,80,35,115,16,0,35.938
1803526,,,,,119,Junior Scientist 2019,71,44,115,16,0,35.938
1803527,,,,,119,Junior Scientist 2019,53,63,116,15,0,36.25
1803528,,,,,119,Junior Scientist 2019,64,23,87,37,0,27.188
1803532,,,,,119,Junior Scientist 2019,65,15,80,42,0,25
1803533,,,,,119,Junior Scientist 2019,48,17,65,56,0,20.312
1803537,,,,,119,Junior Scientist 2019,30,27,57,64,0,17.812
1803538,,,,,119,Junior Scientist 2019,39,9,48,72,0,15
1803540,,,,,119,Junior Scientist 2019,39,24,63,58,0,19.688
1803541,,,,,119,Junior Scientist 2019,5,27,32,87,0,10
1803542,,,,,119,Junior Scientist 2019,51,39,90,34,0,28.125
1803543,,,,,119,Junior Scientist 2019,4,14,18,96,0,5.625
1803544,,,,,119,Junior Scientist 2019,52,20,72,50,0,22.5
1803546,,,,,119,Junior Scientist 2019,10,25,35,84,0,10.938
1803547,,,,,119,Junior Scientist 2019,15,16,31,88,0,9.688
1803549,,,,,119,Junior Scientist 2019,25,28,53,67,0,16.562
1803550,,,,,119,Junior Scientist 2019,11,40,51,69,0,15.938
1803552,,,,,119,Junior Scientist 2019,39,12,51,69,0,15.938
1803553,,,,,119,Junior Scientist 2019,23,20,43,77,0,13.438
1803555,,,,,119,Junior Scientist 2019,26,21,47,73,0,14.688
1803556,,,,,119,Junior Scientist 2019,35,1,36,83,0,11.25
1803557,,,,,119,Junior Scientist 2019,47,39,86,38,0,26.875
1803559,,,,,119,Junior Scientist 2019,45,20,65,56,0,20.312
1803561,,,,,119,Junior Scientist 2019,40,25,65,56,0,20.312
1803563,,,,,119,Junior Scientist 2019,5,-5,0,105,0,0
1803564,,,,,119,Junior Scientist 2019,95,6,101,24,0,31.562
1803565,,,,,119,Junior Scientist 2019,70,30,100,25,0,31.25
1803566,,,,,119,Junior Scientist 2019,32,41,73,49,0,22.812
1803575,,,,,119,Junior Scientist 2019,55,45,100,25,0,31.25
1803577,,,,,119,Junior Scientist 2019,65,53,118,14,0,36.875
1803578,,,,,119,Junior Scientist 2019,5,-16,-11,109,0,0
1803579,,,,,119,Junior Scientist 2019,21,28,49,71,0,15.312
1803581,,,,,119,Junior Scientist 2019,36,40,76,46,0,23.75
1803582,,,,,119,Junior Scientist 2019,75,40,115,16,0,35.938
1803583,,,,,119,Junior Scientist 2019,37,29,66,55,0,20.625
1803584,,,,,119,Junior Scientist 2019,31,40,71,51,0,22.188
1803585,,,,,119,Junior Scientist 2019,5,29,34,85,0,10.625
1803586,,,,,119,Junior Scientist 2019,22,65,87,37,0,27.188
1803588,,,,,119,Junior Scientist 2019,51,22,73,49,0,22.812
1803589,,,,,119,Junior Scientist 2019,70,35,105,22,0,32.812
1803591,,,,,119,Junior Scientist 2019,45,7,52,68,0,16.25
1803592,,,,,119,Junior Scientist 2019,74,28,102,23,0,31.875
1803593,,,,,119,Junior Scientist 2019,59,53,112,17,0,35
1803594,,,,,119,Junior Scientist 2019,25,40,65,56,0,20.312
1803596,,,,,119,Junior Scientist 2019,35,15,50,70,0,15.625
1803597,,,,,119,Junior Scientist 2019,40,-5,35,84,0,10.938
1803598,,,,,119,Junior Scientist 2019,16,26,42,78,0,13.125
1803600,,,,,119,Junior Scientist 2019,48,40,88,36,0,27.5
1803601,,,,,119,Junior Scientist 2019,55,20,75,47,0,23.438
1803602,,,,,119,Junior Scientist 2019,16,13,29,90,0,9.062
1803603,,,,,119,Junior Scientist 2019,40,25,65,56,0,20.312
1803607,,,,,119,Junior Scientist 2019,15,25,40,80,0,12.5
1803608,,,,,119,Junior Scientist 2019,22,40,62,59,0,19.375
1803609,,,,,119,Junior Scientist 2019,78,27,105,22,0,32.812
1803610,,,,,119,Junior Scientist 2019,61,28,89,35,0,27.812
1803611,,,,,119,Junior Scientist 2019,28,13,41,79,0,12.812
1803612,,,,,119,Junior Scientist 2019,67,23,90,34,0,28.125
1803613,,,,,119,Junior Scientist 2019,27,20,47,73,0,14.688
1803614,,,,,119,Junior Scientist 2019,18,12,30,89,0,9.375
1803865,,,,,119,Junior Scientist 2019,10,25,35,84,0,10.938
1803949,,,,,119,Junior Scientist 2019,60,5,65,56,0,20.312
1803950,,,,,119,Junior Scientist 2019,40,21,61,60,0,19.062
1803951,,,,,119,Junior Scientist 2019,42,46,88,36,0,27.5
1803957,,,,,119,Junior Scientist 2019,54,41,95,30,0,29.688
1803962,,,,,119,Junior Scientist 2019,26,7,33,86,0,10.312
1804021,,,,,119,Junior Scientist 2019,136,75,211,1,0,65.938
1804024,,,,,119,Junior Scientist 2019,33,19,52,68,0,16.25
1804025,,,,,119,Junior Scientist 2019,17,15,32,87,0,10
1804026,,,,,119,Junior Scientist 2019,63,20,83,40,0,25.938
1804027,,,,,119,Junior Scientist 2019,15,40,55,65,0,17.188
1804028,,,,,119,Junior Scientist 2019,33,11,44,76,0,13.75
1804029,,,,,119,Junior Scientist 2019,59,-6,53,67,0,16.562
